,BJD_CODE,KAPT_NAME,KAPT_CODE,BJD_NAME
3,1168011200,강남한양수자인,A13520002,서울특별시 강남구 자곡동
4,1168011200,래미안강남힐즈,A13520003,서울특별시 강남구 자곡동
6,1168011200,엘에이치강남브리즈힐,A13520004,서울특별시 강남구 자곡동
6,1168011500,수서삼익,A13522003,서울특별시 강남구 수서동
5,1168011500,수서삼성,A13522004,서울특별시 강남구 수서동
7,1168011500,수서신동아,A13522006,서울특별시 강남구 수서동
3,1168011500,수서까치마을,A13522007,서울특별시 강남구 수서동
8,1168011500,수서주공,A13522008,서울특별시 강남구 수서동
9,1168011400,일원청솔빌리지,A13523001,서울특별시 강남구 일원동
5,1168011400,수서가람,A13523003,서울특별시 강남구 일원동
8,1168011400,일원샘터마을,A13523004,서울특별시 강남구 일원동
7,1168011400,일원목련타운,A13523005,서울특별시 강남구 일원동
6,1168010300,개포우성3차,A13524004,서울특별시 강남구 개포동
15,1168010300,개포현대1차,A13524005,서울특별시 강남구 개포동
2,1168010300,개포2차 현대아파트,A13524006,서울특별시 강남구 개포동
4,1168010300,개포대치2단지,A13524009,서울특별시 강남구 개포동
8,1168011800,도곡동양재디오빌,A13527001,서울특별시 강남구 도곡동
15,1168011800,도곡현대그린,A13527002,서울특별시 강남구 도곡동
21,1168011800,우성캐릭터199 아파트,A13527003,서울특별시 강남구 도곡동
10,1168011800,도곡삼성,A13527004,서울특별시 강남구 도곡동
25,1168011800,현대비전21,A13527005,서울특별시 강남구 도곡동
19,1168011800,역삼삼익,A13527006,서울특별시 강남구 도곡동
3,1168011800,도곡1차아이파크,A13527007,서울특별시 강남구 도곡동
5,1168011800,도곡경남,A13527008,서울특별시 강남구 도곡동
20,1168011800,역삼우성,A13527010,서울특별시 강남구 도곡동
17,1168011800,아카데미스위트,A13527011,서울특별시 강남구 도곡동
1,1168011800,개포4차우성,A13527013,서울특별시 강남구 도곡동
7,1168011800,도곡대림아크로빌,A13527014,서울특별시 강남구 도곡동
4,1168011800,도곡개포한신아파트,A13527016,서울특별시 강남구 도곡동
22,1168011800,타워팰리스1차,A13527017,서울특별시 강남구 도곡동
0,1168011800,SK양재허브프리모,A13527018,서울특별시 강남구 도곡동
12,1168011800,도곡쌍용예가,A13527019,서울특별시 강남구 도곡동
9,1168011800,도곡렉슬,A13527203,서울특별시 강남구 도곡동
3,1168010600,대치대우아이빌4차,A13528001,서울특별시 강남구 대치동
6,1168010600,대치삼성,A13528003,서울특별시 강남구 대치동
5,1168010600,대치미도맨션,A13528004,서울특별시 강남구 대치동
17,1168010600,테헤란로대우아이빌,A13528005,서울특별시 강남구 대치동
14,1168010600,래미안대치하이스턴,A13528007,서울특별시 강남구 대치동
2,1168010600,대치국제,A13528101,서울특별시 강남구 대치동
9,1168010600,대치아이파크,A13528102,서울특별시 강남구 대치동
4,1168010600,대치동부센트레빌,A13528103,서울특별시 강남구 대치동
0,1168010600,개포1차2차우성,A13528105,서울특별시 강남구 대치동
13,1168011800,도곡한신,A13550403,서울특별시 강남구 도곡동
11,1168011800,도곡삼성래미안,A13550502,서울특별시 강남구 도곡동
2,1168010500,삼성동중앙하이츠빌리지,A13550701,서울특별시 강남구 삼성동
0,1168010500,삼성 상아2차아파트,A13550802,서울특별시 강남구 삼성동
7,1168011000,압구정한양아파트제1단지,A13551103,서울특별시 강남구 압구정동
2,1168011500,서울주택도시공사 수서6단지,A13552001,서울특별시 강남구 수서동
1,1168011500,강남데시앙포레,A13552002,서울특별시 강남구 수서동
3,1168010500,삼성동힐스테이트2단지,A13570501,서울특별시 강남구 삼성동
4,1168010800,동화히스토리,A13572601,서울특별시 강남구 논현동
2,1168010400,청담건영아파트,A13576201,서울특별시 강남구 청담동
9,1168010100,역삼개나리푸르지오,A13579501,서울특별시 강남구 역삼동
5,1168010100,역삼2차아이파크,A13579503,서울특별시 강남구 역삼동
22,1168010100,한화진넥스빌,A13579504,서울특별시 강남구 역삼동
4,1168010100,래미안그레이튼3차,A13579505,서울특별시 강남구 역삼동
0,1168010100,개나리SKVIEW,A13579506,서울특별시 강남구 역삼동
16,1168010300,개포현대3차,A13580001,서울특별시 강남구 개포동
7,1168010300,개포우성8차,A13580002,서울특별시 강남구 개포동
11,1168010300,개포주공4단지,A13580003,서울특별시 강남구 개포동
10,1168010300,개포주공3단지,A13580103,서울특별시 강남구 개포동
9,1168010300,개포주공2단지,A13580204,서울특별시 강남구 개포동
8,1168010300,개포우성9차,A13580601,서울특별시 강남구 개포동
3,1168010300,개포경남아파트,A13580602,서울특별시 강남구 개포동
5,1168010300,개포시영,A13580801,서울특별시 강남구 개포동
1,1168010800,논현동현,A13582002,서울특별시 강남구 논현동
0,1168010800,논현동부센트레빌,A13583301,서울특별시 강남구 논현동
8,1168010600,대치쌍용2차,A13583402,서울특별시 강남구 대치동
10,1168010600,대치우성1차아파트,A13583403,서울특별시 강남구 대치동
15,1168010600,쌍용대치1차,A13583404,서울특별시 강남구 대치동
16,1168010600,은마,A13583507,서울특별시 강남구 대치동
7,1168010600,대치선경,A13583604,서울특별시 강남구 대치동
12,1168010600,대치현대,A13583701,서울특별시 강남구 대치동
11,1168010600,대치포스코더샵,A13584101,서울특별시 강남구 대치동
2,1168011800,개포우성5차,A13585401,서울특별시 강남구 도곡동
23,1168011800,타워팰리스2차,A13585402,서울특별시 강남구 도곡동
24,1168011800,타워팰리스G동,A13585403,서울특별시 강남구 도곡동
16,1168011800,래미안도곡카운티,A13585404,서울특별시 강남구 도곡동
18,1168011800,역삼럭키,A13585804,서울특별시 강남구 도곡동
6,1168011800,도곡대림,A13586101,서울특별시 강남구 도곡동
14,1168011800,도곡현대,A13586102,서울특별시 강남구 도곡동
12,1168010500,삼성홍실,A13586602,서울특별시 강남구 삼성동
14,1168010500,선릉에클라트,A13587603,서울특별시 강남구 삼성동
9,1168011500,수서한아름,A13588402,서울특별시 강남구 수서동
4,1168011500,수서동익,A13588601,서울특별시 강남구 수서동
0,1168011000,구현대2,A13589802,서울특별시 강남구 압구정동
5,1168011000,압구정한양2단지,A13590204,서울특별시 강남구 압구정동
6,1168011000,압구정한양3단지,A13590602,서울특별시 강남구 압구정동
11,1168010100,역삼금호어울림,A13591402,서울특별시 강남구 역삼동
7,1168010100,역삼개나리,A13591903,서울특별시 강남구 역삼동
1,1168010100,대우디오빌역삼,A13592002,서울특별시 강남구 역삼동
8,1168010100,역삼개나리래미안,A13592601,서울특별시 강남구 역삼동
18,1168010100,역삼푸르지오,A13592604,서울특별시 강남구 역삼동
6,1168010100,역삼e-편한세상,A13592605,서울특별시 강남구 역삼동
13,1168010100,역삼래미안,A13592706,서울특별시 강남구 역삼동
6,1168011400,일원동 수서아파트,A13593801,서울특별시 강남구 일원동
4,1168011400,수서1-1단지아파트,A13593802,서울특별시 강남구 일원동
0,1168010300,LG개포자이아파트,A13593901,서울특별시 강남구 개포동
1,1168010300,SH공사대치1단지,A13593908,서울특별시 강남구 개포동
17,1168010300,대청,A13594007,서울특별시 강남구 개포동
10,1168011400,푸른마을아파트,A13594203,서울특별시 강남구 일원동
1,1168011400,개포한신,A13594402,서울특별시 강남구 일원동
0,1168011400,개포7차우성,A13594403,서울특별시 강남구 일원동
11,1168011400,한솔마을,A13594701,서울특별시 강남구 일원동
3,1168011400,상록수아파트,A13594702,서울특별시 강남구 일원동
14,1168010300,개포주공7단지,A13599301,서울특별시 강남구 개포동
13,1168010300,개포주공6단지,A13599303,서울특별시 강남구 개포동
12,1168010300,개포주공5단지,A13599402,서울특별시 강남구 개포동
0,1129010700,동소문동송산,A13603401,서울특별시 성북구 동소문동4가
0,1129010800,돈암동일하이빌,A13603501,서울특별시 성북구 동소문동5가
1,1129010700,동소문한신휴플러스,A13603701,서울특별시 성북구 동소문동4가
0,1129011000,브라운스톤동선,A13603702,서울특별시 성북구 동소문동7가
0,1129011300,삼선1SH-VILLE,A13604301,서울특별시 성북구 삼선동3가
0,1129011400,삼선코오롱아파트,A13604401,서울특별시 성북구 삼선동4가
9,1129010300,돈암포스코더샵,A13606002,서울특별시 성북구 돈암동
7,1129010300,돈암일신건영휴먼빌,A13606003,서울특별시 성북구 돈암동
2,1129010300,돈암동한신한진아파트,A13606004,서울특별시 성북구 돈암동
14,1129010300,동소문한진,A13606005,서울특별시 성북구 돈암동
10,1129010300,돈암풍림,A13606101,서울특별시 성북구 돈암동
3,1129010300,돈암범양,A13606102,서울특별시 성북구 돈암동
11,1129010300,돈암풍림임대,A13606105,서울특별시 성북구 돈암동
5,1129010300,돈암삼성임대,A13606106,서울특별시 성북구 돈암동
4,1129010300,돈암삼성,A13606107,서울특별시 성북구 돈암동
15,1129010300,브라운스톤 돈암,A13606201,서울특별시 성북구 돈암동
0,1129012100,안암삼성래미안,A13607101,서울특별시 성북구 안암동1가
1,1129012300,안암삼익,A13607301,서울특별시 성북구 안암동3가
0,1129012300,안암대광,A13607302,서울특별시 성북구 안암동3가
0,1129013200,보문아이파크,A13608301,서울특별시 성북구 보문동3가
0,1129012600,보문하우스토리주상복합,A13608401,서울특별시 성북구 보문동4가
0,1129012800,보문아남,A13608601,서울특별시 성북구 보문동6가
12,1129013500,종암우림카이저팰리스,A13609001,서울특별시 성북구 종암동
12,1129013300,정릉우방아파트,A13610001,서울특별시 성북구 정릉동
24,1129013300,정릉힐스테이트1차아파트,A13610003,서울특별시 성북구 정릉동
8,1129013300,정릉산장,A13610004,서울특별시 성북구 정릉동
25,1129013300,정릉힐스테이트3차,A13610005,서울특별시 성북구 정릉동
21,1129013300,정릉풍림아이원,A13610007,서울특별시 성북구 정릉동
0,1129013300,길음뉴타운10단지,A13610102,서울특별시 성북구 정릉동
23,1129013300,정릉힐스테이트,A13610103,서울특별시 성북구 정릉동
5,1129013300,정릉경남,A13610107,서울특별시 성북구 정릉동
4,1129013300,정릉2차대주피오레,A13610201,서울특별시 성북구 정릉동
19,1129013300,정릉푸르지오,A13610202,서울특별시 성북구 정릉동
9,1129013300,정릉성원,A13610301,서울특별시 성북구 정릉동
1,1129013400,길음뉴타운4단지임대,A13611001,서울특별시 성북구 길음동
9,1129013400,길음동부제2,A13611002,서울특별시 성북구 길음동
12,1129013400,길음삼부,A13611004,서울특별시 성북구 길음동
11,1129013400,길음래미안3차,A13611005,서울특별시 성북구 길음동
5,1129013400,길음뉴타운대림4단지,A13611006,서울특별시 성북구 길음동
7,1129013400,"길음뉴타운푸르지오아파트2,3단지",A13611007,서울특별시 성북구 길음동
3,1129013400,길음뉴타운8단지,A13611008,서울특별시 성북구 길음동
6,1129013400,길음뉴타운래미안9단지,A13611011,서울특별시 성북구 길음동
0,1129013400,길음뉴타운3단지임대,A13611102,서울특별시 성북구 길음동
14,1129013400,래미안길음1차,A13611103,서울특별시 성북구 길음동
10,1129013400,길음래미안2차,A13611201,서울특별시 성북구 길음동
8,1129013400,길음동부센트레빌,A13611202,서울특별시 성북구 길음동
1,1129013700,상월곡우남,A13612001,서울특별시 성북구 상월곡동
2,1129013700,상월동아에코빌,A13612002,서울특별시 성북구 상월곡동
12,1129013600,하월곡아남,A13613001,서울특별시 성북구 하월곡동
5,1129013600,월곡2SHville임대,A13613002,서울특별시 성북구 하월곡동
6,1129013600,월곡3SH-vill,A13613003,서울특별시 성북구 하월곡동
4,1129013600,성북힐스테이트,A13613004,서울특별시 성북구 하월곡동
10,1129013600,하월곡동신,A13613005,서울특별시 성북구 하월곡동
9,1129013600,월곡래미안루나밸리,A13613006,서울특별시 성북구 하월곡동
3,1129013600,래미안월곡,A13613007,서울특별시 성북구 하월곡동
7,1129013600,월곡두산위브아파트,A13613008,서울특별시 성북구 하월곡동
1,1129013600,꿈의숲푸르지오,A13613009,서울특별시 성북구 하월곡동
8,1129013600,월곡두산제2아파트임대,A13613010,서울특별시 성북구 하월곡동
2,1129013600,동일하이빌뉴시티,A13613011,서울특별시 성북구 하월곡동
0,1129013600,길음서희스타힐스,A13613012,서울특별시 성북구 하월곡동
11,1129013600,하월곡샹그레빌,A13613201,서울특별시 성북구 하월곡동
0,1129013800,꿈의숲대명루첸,A13614001,서울특별시 성북구 장위동
5,1129013800,장월SH-VILLE1단지,A13614301,서울특별시 성북구 장위동
