월(Monthly),LEVEL1,LEVEL2,LEVEL3,값,증감,증감율,구성비,누계,누계구성비
2016-07,연면적별,용도별,교육및사회,674131,674131,674131,0,0,0
2016-07,연면적별,용도별,기타,1874582,1874582,1874582,0,0,0
2016-08,동수별,합계,합계,19810,19810,19810,0,0,0
2016-08,동수별,구조별,철근및철골조,17697,17697,17697,0,0,0
2016-08,동수별,구조별,조적조,815,815,815,0,0,0
2016-08,동수별,구조별,목조,1212,1212,1212,0,0,0
2016-08,동수별,구조별,기타,86,86,86,0,0,0
2016-08,동수별,용도별,주거용,10022,10022,10022,0,0,0
2016-08,동수별,용도별,상업용,4810,4810,4810,0,0,0
2016-08,동수별,용도별,공업용,1740,1740,1740,0,0,0
2016-08,동수별,용도별,교육및사회,485,485,485,0,0,0
2016-08,동수별,용도별,기타,2753,2753,2753,0,0,0
2016-08,연면적별,합계,합계,11521915,11521915,11521915,0,0,0
2016-08,연면적별,구조별,철근및철골조,11346038,11346038,11346038,0,0,0
2016-08,연면적별,구조별,조적조,58599,58599,58599,0,0,0
2016-08,연면적별,구조별,목조,114534,114534,114534,0,0,0
2016-08,연면적별,구조별,기타,2744,2744,2744,0,0,0
2016-08,연면적별,용도별,주거용,4693286,4693286,4693286,0,0,0
2016-08,연면적별,용도별,상업용,3113193,3113193,3113193,0,0,0
2016-08,연면적별,용도별,공업용,1672695,1672695,1672695,0,0,0
2016-08,연면적별,용도별,교육및사회,534047,534047,534047,0,0,0
2016-08,연면적별,용도별,기타,1508694,1508694,1508694,0,0,0
2016-09,동수별,합계,합계,17038,17038,17038,0,0,0
2016-09,동수별,구조별,철근및철골조,15040,15040,15040,0,0,0
2016-09,동수별,구조별,조적조,768,768,768,0,0,0
2016-09,동수별,구조별,목조,1171,1171,1171,0,0,0
2016-09,동수별,구조별,기타,59,59,59,0,0,0
2016-09,동수별,용도별,주거용,8462,8462,8462,0,0,0
2016-09,동수별,용도별,상업용,4202,4202,4202,0,0,0
2016-09,동수별,용도별,공업용,1337,1337,1337,0,0,0
2016-09,동수별,용도별,교육및사회,567,567,567,0,0,0
2016-09,동수별,용도별,기타,2470,2470,2470,0,0,0
2016-09,연면적별,합계,합계,11380596,11380596,11380596,0,0,0
2016-09,연면적별,구조별,철근및철골조,11225295,11225295,11225295,0,0,0
2016-09,연면적별,구조별,조적조,50155,50155,50155,0,0,0
2016-09,연면적별,구조별,목조,101921,101921,101921,0,0,0
2016-09,연면적별,구조별,기타,3225,3225,3225,0,0,0
2016-09,연면적별,용도별,주거용,5370137,5370137,5370137,0,0,0
2016-09,연면적별,용도별,상업용,2898629,2898629,2898629,0,0,0
2016-09,연면적별,용도별,공업용,976365,976365,976365,0,0,0
2016-09,연면적별,용도별,교육및사회,550161,550161,550161,0,0,0
2016-09,연면적별,용도별,기타,1585304,1585304,1585304,0,0,0
2016-10,동수별,합계,합계,19458,19458,19458,0,0,0
2016-10,동수별,구조별,철근및철골조,17127,17127,17127,0,0,0
2016-10,동수별,구조별,조적조,833,833,833,0,0,0
2016-10,동수별,구조별,목조,1364,1364,1364,0,0,0
2016-10,동수별,구조별,기타,134,134,134,0,0,0
2016-10,동수별,용도별,주거용,9561,9561,9561,0,0,0
2016-10,동수별,용도별,상업용,4770,4770,4770,0,0,0
2016-10,동수별,용도별,공업용,1460,1460,1460,0,0,0
2016-10,동수별,용도별,교육및사회,570,570,570,0,0,0
2016-10,동수별,용도별,기타,3097,3097,3097,0,0,0
2016-10,연면적별,합계,합계,11797166,11797166,11797166,0,0,0
2016-10,연면적별,구조별,철근및철골조,11605737,11605737,11605737,0,0,0
2016-10,연면적별,구조별,조적조,67724,67724,67724,0,0,0
2016-10,연면적별,구조별,목조,119511,119511,119511,0,0,0
2016-10,연면적별,구조별,기타,4194,4194,4194,0,0,0
2016-10,연면적별,용도별,주거용,5071826,5071826,5071826,0,0,0
2016-10,연면적별,용도별,상업용,3171270,3171270,3171270,0,0,0
2016-10,연면적별,용도별,공업용,1328437,1328437,1328437,0,0,0
2016-10,연면적별,용도별,교육및사회,493336,493336,493336,0,0,0
2016-10,연면적별,용도별,기타,1732297,1732297,1732297,0,0,0
2016-11,동수별,합계,합계,20924,20924,20924,0,0,0
2016-11,동수별,구조별,철근및철골조,18634,18634,18634,0,0,0
2016-11,동수별,구조별,조적조,815,815,815,0,0,0
2016-11,동수별,구조별,목조,1375,1375,1375,0,0,0
2016-11,동수별,구조별,기타,100,100,100,0,0,0
2016-11,동수별,용도별,주거용,9742,9742,9742,0,0,0
2016-11,동수별,용도별,상업용,5425,5425,5425,0,0,0
2016-11,동수별,용도별,공업용,1725,1725,1725,0,0,0
2016-11,동수별,용도별,교육및사회,595,595,595,0,0,0
2016-11,동수별,용도별,기타,3437,3437,3437,0,0,0
2016-11,연면적별,합계,합계,15325220,15325220,15325220,0,0,0
2016-11,연면적별,구조별,철근및철골조,15140656,15140656,15140656,0,0,0
2016-11,연면적별,구조별,조적조,54786,54786,54786,0,0,0
2016-11,연면적별,구조별,목조,125831,125831,125831,0,0,0
2016-11,연면적별,구조별,기타,3947,3947,3947,0,0,0
2016-11,연면적별,용도별,주거용,7096450,7096450,7096450,0,0,0
2016-11,연면적별,용도별,상업용,3810709,3810709,3810709,0,0,0
2016-11,연면적별,용도별,공업용,1343927,1343927,1343927,0,0,0
2016-11,연면적별,용도별,교육및사회,855373,855373,855373,0,0,0
2016-11,연면적별,용도별,기타,2218761,2218761,2218761,0,0,0
2016-12,동수별,합계,합계,19480,19480,19480,0,0,0
2016-12,동수별,구조별,철근및철골조,17552,17552,17552,0,0,0
2016-12,동수별,구조별,조적조,730,730,730,0,0,0
2016-12,동수별,구조별,목조,1090,1090,1090,0,0,0
2016-12,동수별,구조별,기타,108,108,108,0,0,0
2016-12,동수별,용도별,주거용,9132,9132,9132,0,0,0
2016-12,동수별,용도별,상업용,4859,4859,4859,0,0,0
2016-12,동수별,용도별,공업용,1534,1534,1534,0,0,0
2016-12,동수별,용도별,교육및사회,666,666,666,0,0,0
2016-12,동수별,용도별,기타,3289,3289,3289,0,0,0
2016-12,연면적별,합계,합계,11883789,11883789,11883789,0,0,0
2016-12,연면적별,구조별,철근및철골조,11727680,11727680,11727680,0,0,0
2016-12,연면적별,구조별,조적조,49399,49399,49399,0,0,0
2016-12,연면적별,구조별,목조,100330,100330,100330,0,0,0
2016-12,연면적별,구조별,기타,6380,6380,6380,0,0,0
2016-12,연면적별,용도별,주거용,4941174,4941174,4941174,0,0,0
2016-12,연면적별,용도별,상업용,3298826,3298826,3298826,0,0,0
2016-12,연면적별,용도별,공업용,1316746,1316746,1316746,0,0,0
2016-12,연면적별,용도별,교육및사회,634914,634914,634914,0,0,0
2016-12,연면적별,용도별,기타,1692129,1692129,1692129,0,0,0
2017-01,동수별,합계,합계,14130,14130,14130,0,0,0
2017-01,동수별,구조별,철근및철골조,12586,12586,12586,0,0,0
2017-01,동수별,구조별,조적조,491,491,491,0,0,0
2017-01,동수별,구조별,목조,964,964,964,0,0,0
2017-01,동수별,구조별,기타,89,89,89,0,0,0
2017-01,동수별,용도별,주거용,6964,6964,6964,0,0,0
2017-01,동수별,용도별,상업용,3629,3629,3629,0,0,0
2017-01,동수별,용도별,공업용,1067,1067,1067,0,0,0
2017-01,동수별,용도별,교육및사회,385,385,385,0,0,0
2017-01,동수별,용도별,기타,2085,2085,2085,0,0,0
2017-01,연면적별,합계,합계,7980861,7980861,7980861,0,0,0
2017-01,연면적별,구조별,철근및철골조,7851939,7851939,7851939,0,0,0
2017-01,연면적별,구조별,조적조,33451,33451,33451,0,0,0
2017-01,연면적별,구조별,목조,88950,88950,88950,0,0,0
2017-01,연면적별,구조별,기타,6521,6521,6521,0,0,0
2017-01,연면적별,용도별,주거용,2899247,2899247,2899247,0,0,0
2017-01,연면적별,용도별,상업용,2264173,2264173,2264173,0,0,0
2017-01,연면적별,용도별,공업용,1260814,1260814,1260814,0,0,0
2017-01,연면적별,용도별,교육및사회,576789,576789,576789,0,0,0
2017-01,연면적별,용도별,기타,979838,979838,979838,0,0,0
2017-02,동수별,합계,합계,14590,14590,14590,0,0,0
2017-02,동수별,구조별,철근및철골조,12960,12960,12960,0,0,0
2017-02,동수별,구조별,조적조,581,581,581,0,0,0
2017-02,동수별,구조별,목조,967,967,967,0,0,0
2017-02,동수별,구조별,기타,82,82,82,0,0,0
2017-02,동수별,용도별,주거용,7400,7400,7400,0,0,0
2017-02,동수별,용도별,상업용,3554,3554,3554,0,0,0
2017-02,동수별,용도별,공업용,1065,1065,1065,0,0,0
2017-02,동수별,용도별,교육및사회,359,359,359,0,0,0
2017-02,동수별,용도별,기타,2212,2212,2212,0,0,0
2017-02,연면적별,합계,합계,9129261,9129261,9129261,0,0,0
2017-02,연면적별,구조별,철근및철골조,8982613,8982613,8982613,0,0,0
2017-02,연면적별,구조별,조적조,45054,45054,45054,0,0,0
2017-02,연면적별,구조별,목조,91103,91103,91103,0,0,0
2017-02,연면적별,구조별,기타,10491,10491,10491,0,0,0
2017-02,연면적별,용도별,주거용,3681970,3681970,3681970,0,0,0
2017-02,연면적별,용도별,상업용,2604645,2604645,2604645,0,0,0
2017-02,연면적별,용도별,공업용,1063598,1063598,1063598,0,0,0
2017-02,연면적별,용도별,교육및사회,612990,612990,612990,0,0,0
2017-02,연면적별,용도별,기타,1166058,1166058,1166058,0,0,0
2017-03,동수별,합계,합계,18451,18451,18451,0,0,0
2017-03,동수별,구조별,철근및철골조,16362,16362,16362,0,0,0
2017-03,동수별,구조별,조적조,740,740,740,0,0,0
2017-03,동수별,구조별,목조,1241,1241,1241,0,0,0
2017-03,동수별,구조별,기타,108,108,108,0,0,0
2017-03,동수별,용도별,주거용,9210,9210,9210,0,0,0
2017-03,동수별,용도별,상업용,4441,4441,4441,0,0,0
2017-03,동수별,용도별,공업용,1407,1407,1407,0,0,0
2017-03,동수별,용도별,교육및사회,423,423,423,0,0,0
2017-03,동수별,용도별,기타,2970,2970,2970,0,0,0
2017-03,연면적별,합계,합계,11484361,11484361,11484361,0,0,0
2017-03,연면적별,구조별,철근및철골조,11309191,11309191,11309191,0,0,0
2017-03,연면적별,구조별,조적조,49846,49846,49846,0,0,0
2017-03,연면적별,구조별,목조,123717,123717,123717,0,0,0
2017-03,연면적별,구조별,기타,1607,1607,1607,0,0,0
2017-03,연면적별,용도별,주거용,4589369,4589369,4589369,0,0,0
2017-03,연면적별,용도별,상업용,3384180,3384180,3384180,0,0,0
2017-03,연면적별,용도별,공업용,1460224,1460224,1460224,0,0,0
2017-03,연면적별,용도별,교육및사회,682722,682722,682722,0,0,0
2017-03,연면적별,용도별,기타,1367866,1367866,1367866,0,0,0
2017-04,동수별,합계,합계,18879,18879,18879,0,0,0
2017-04,동수별,구조별,철근및철골조,16673,16673,16673,0,0,0
2017-04,동수별,구조별,조적조,768,768,768,0,0,0
2017-04,동수별,구조별,목조,1351,1351,1351,0,0,0
2017-04,동수별,구조별,기타,87,87,87,0,0,0
2017-04,동수별,용도별,주거용,9396,9396,9396,0,0,0
2017-04,동수별,용도별,상업용,4639,4639,4639,0,0,0
2017-04,동수별,용도별,공업용,1333,1333,1333,0,0,0
2017-04,동수별,용도별,교육및사회,489,489,489,0,0,0
2017-04,동수별,용도별,기타,3022,3022,3022,0,0,0
2017-04,연면적별,합계,합계,10251029,10251029,10251029,0,0,0
2017-04,연면적별,구조별,철근및철골조,10068449,10068449,10068449,0,0,0
2017-04,연면적별,구조별,조적조,53459,53459,53459,0,0,0
2017-04,연면적별,구조별,목조,126027,126027,126027,0,0,0
2017-04,연면적별,구조별,기타,3094,3094,3094,0,0,0
2017-04,연면적별,용도별,주거용,3343209,3343209,3343209,0,0,0
2017-04,연면적별,용도별,상업용,3519637,3519637,3519637,0,0,0
2017-04,연면적별,용도별,공업용,1371182,1371182,1371182,0,0,0
2017-04,연면적별,용도별,교육및사회,488447,488447,488447,0,0,0
2017-04,연면적별,용도별,기타,1528554,1528554,1528554,0,0,0
2017-05,동수별,합계,합계,19025,19025,19025,0,0,0
2017-05,동수별,구조별,철근및철골조,16804,16804,16804,0,0,0
2017-05,동수별,구조별,조적조,789,789,789,0,0,0
2017-05,동수별,구조별,목조,1351,1351,1351,0,0,0
2017-05,동수별,구조별,기타,81,81,81,0,0,0
2017-05,동수별,용도별,주거용,9172,9172,9172,0,0,0
2017-05,동수별,용도별,상업용,4669,4669,4669,0,0,0
2017-05,동수별,용도별,공업용,1412,1412,1412,0,0,0
2017-05,동수별,용도별,교육및사회,476,476,476,0,0,0
2017-05,동수별,용도별,기타,3296,3296,3296,0,0,0
2017-05,연면적별,합계,합계,10346829,10346829,10346829,0,0,0
2017-05,연면적별,구조별,철근및철골조,10139076,10139076,10139076,0,0,0
2017-05,연면적별,구조별,조적조,54763,54763,54763,0,0,0
2017-05,연면적별,구조별,목조,119699,119699,119699,0,0,0
2017-05,연면적별,구조별,기타,33291,33291,33291,0,0,0
2017-05,연면적별,용도별,주거용,3555877,3555877,3555877,0,0,0
2017-05,연면적별,용도별,상업용,3252151,3252151,3252151,0,0,0
2017-05,연면적별,용도별,공업용,1325143,1325143,1325143,0,0,0
2017-05,연면적별,용도별,교육및사회,650038,650038,650038,0,0,0
2017-05,연면적별,용도별,기타,1563620,1563620,1563620,0,0,0
2017-06,동수별,합계,합계,18869,18869,18869,0,0,0
2017-06,동수별,구조별,철근및철골조,16909,16909,16909,0,0,0
2017-06,동수별,구조별,조적조,679,679,679,0,0,0
2017-06,동수별,구조별,목조,1201,1201,1201,0,0,0
2017-06,동수별,구조별,기타,80,80,80,0,0,0
2017-06,동수별,용도별,주거용,9015,9015,9015,0,0,0
2017-06,동수별,용도별,상업용,4699,4699,4699,0,0,0
2017-06,동수별,용도별,공업용,1402,1402,1402,0,0,0
2017-06,동수별,용도별,교육및사회,544,544,544,0,0,0
2017-06,동수별,용도별,기타,3209,3209,3209,0,0,0
2017-06,연면적별,합계,합계,12010424,12010424,12010424,0,0,0
2017-06,연면적별,구조별,철근및철골조,11849715,11849715,11849715,0,0,0
2017-06,연면적별,구조별,조적조,46611,46611,46611,0,0,0
2017-06,연면적별,구조별,목조,110845,110845,110845,0,0,0
2017-06,연면적별,구조별,기타,3253,3253,3253,0,0,0
2017-06,연면적별,용도별,주거용,4686124,4686124,4686124,0,0,0
2017-06,연면적별,용도별,상업용,3062290,3062290,3062290,0,0,0
2017-06,연면적별,용도별,공업용,1643771,1643771,1643771,0,0,0
2017-06,연면적별,용도별,교육및사회,489894,489894,489894,0,0,0
2017-06,연면적별,용도별,기타,2128345,2128345,2128345,0,0,0
2017-07,동수별,합계,합계,17233,17233,17233,0,0,0
2017-07,동수별,구조별,철근및철골조,15411,15411,15411,0,0,0
2017-07,동수별,구조별,조적조,595,595,595,0,0,0
2017-07,동수별,구조별,목조,1135,1135,1135,0,0,0
2017-07,동수별,구조별,기타,92,92,92,0,0,0
2017-07,동수별,용도별,주거용,7991,7991,7991,0,0,0
2017-07,동수별,용도별,상업용,4150,4150,4150,0,0,0
2017-07,동수별,용도별,공업용,1408,1408,1408,0,0,0
2017-07,동수별,용도별,교육및사회,473,473,473,0,0,0
2017-07,동수별,용도별,기타,3211,3211,3211,0,0,0
2017-07,연면적별,합계,합계,9906057,9906057,9906057,0,0,0
2017-07,연면적별,구조별,철근및철골조,9756021,9756021,9756021,0,0,0
2017-07,연면적별,구조별,조적조,44187,44187,44187,0,0,0
2017-07,연면적별,구조별,목조,100528,100528,100528,0,0,0
2017-07,연면적별,구조별,기타,5321,5321,5321,0,0,0
2017-07,연면적별,용도별,주거용,3569943,3569943,3569943,0,0,0
2017-07,연면적별,용도별,상업용,2991542,2991542,2991542,0,0,0
2017-07,연면적별,용도별,공업용,1269431,1269431,1269431,0,0,0
2017-07,연면적별,용도별,교육및사회,463144,463144,463144,0,0,0
2017-07,연면적별,용도별,기타,1611997,1611997,1611997,0,0,0
2017-08,동수별,합계,합계,17432,17432,17432,0,0,0
2017-08,동수별,구조별,철근및철골조,15690,15690,15690,0,0,0
2017-08,동수별,구조별,조적조,541,541,541,0,0,0
2017-08,동수별,구조별,목조,1107,1107,1107,0,0,0
2017-08,동수별,구조별,기타,94,94,94,0,0,0
2017-08,동수별,용도별,주거용,7929,7929,7929,0,0,0
2017-08,동수별,용도별,상업용,4263,4263,4263,0,0,0
2017-08,동수별,용도별,공업용,1415,1415,1415,0,0,0
2017-08,동수별,용도별,교육및사회,470,470,470,0,0,0
2017-08,동수별,용도별,기타,3355,3355,3355,0,0,0
2017-08,연면적별,합계,합계,11399677,11399677,11399677,0,0,0
2017-08,연면적별,구조별,철근및철골조,11257806,11257806,11257806,0,0,0
2017-08,연면적별,구조별,조적조,30650,30650,30650,0,0,0
2017-08,연면적별,구조별,목조,106061,106061,106061,0,0,0
2017-08,연면적별,구조별,기타,5160,5160,5160,0,0,0
2017-08,연면적별,용도별,주거용,4779519,4779519,4779519,0,0,0
2017-08,연면적별,용도별,상업용,3082586,3082586,3082586,0,0,0
2017-08,연면적별,용도별,공업용,1315334,1315334,1315334,0,0,0
2017-08,연면적별,용도별,교육및사회,529261,529261,529261,0,0,0
2017-08,연면적별,용도별,기타,1692977,1692977,1692977,0,0,0
2017-09,동수별,합계,합계,19844,19844,19844,0,0,0
2017-09,동수별,구조별,철근및철골조,17767,17767,17767,0,0,0
2017-09,동수별,구조별,조적조,689,689,689,0,0,0
2017-09,동수별,구조별,목조,1313,1313,1313,0,0,0
2017-09,동수별,구조별,기타,75,75,75,0,0,0
2017-09,동수별,용도별,주거용,8923,8923,8923,0,0,0
2017-09,동수별,용도별,상업용,4895,4895,4895,0,0,0
2017-09,동수별,용도별,공업용,1577,1577,1577,0,0,0
2017-09,동수별,용도별,교육및사회,494,494,494,0,0,0
2017-09,동수별,용도별,기타,3955,3955,3955,0,0,0
2017-09,연면적별,합계,합계,11405811,11405811,11405811,0,0,0
2017-09,연면적별,구조별,철근및철골조,11249801,11249801,11249801,0,0,0
2017-09,연면적별,구조별,조적조,37089,37089,37089,0,0,0
2017-09,연면적별,구조별,목조,115915,115915,115915,0,0,0
2017-09,연면적별,구조별,기타,3006,3006,3006,0,0,0
2017-09,연면적별,용도별,주거용,4159700,4159700,4159700,0,0,0
2017-09,연면적별,용도별,상업용,3974043,3974043,3974043,0,0,0
2017-09,연면적별,용도별,공업용,1209878,1209878,1209878,0,0,0
2017-09,연면적별,용도별,교육및사회,524851,524851,524851,0,0,0
2017-09,연면적별,용도별,기타,1537339,1537339,1537339,0,0,0
2017-10,동수별,합계,합계,14513,14513,14513,0,0,0
2017-10,동수별,구조별,철근및철골조,12985,12985,12985,0,0,0
2017-10,동수별,구조별,조적조,480,480,480,0,0,0
2017-10,동수별,구조별,목조,983,983,983,0,0,0
2017-10,동수별,구조별,기타,65,65,65,0,0,0
2017-10,동수별,용도별,주거용,6316,6316,6316,0,0,0
2017-10,동수별,용도별,상업용,3484,3484,3484,0,0,0
2017-10,동수별,용도별,공업용,1206,1206,1206,0,0,0
2017-10,동수별,용도별,교육및사회,442,442,442,0,0,0
2017-10,동수별,용도별,기타,3065,3065,3065,0,0,0
2017-10,연면적별,합계,합계,8765662,8765662,8765662,0,0,0
2017-10,연면적별,구조별,철근및철골조,8641211,8641211,8641211,0,0,0
2017-10,연면적별,구조별,조적조,32798,32798,32798,0,0,0
2017-10,연면적별,구조별,목조,88610,88610,88610,0,0,0
2017-10,연면적별,구조별,기타,3043,3043,3043,0,0,0
2017-10,연면적별,용도별,주거용,3303435,3303435,3303435,0,0,0
2017-10,연면적별,용도별,상업용,2592704,2592704,2592704,0,0,0
2017-10,연면적별,용도별,공업용,901257,901257,901257,0,0,0
2017-10,연면적별,용도별,교육및사회,444280,444280,444280,0,0,0
2017-10,연면적별,용도별,기타,1523986,1523986,1523986,0,0,0
2017-11,동수별,합계,합계,20113,20113,20113,0,0,0
2017-11,동수별,구조별,철근및철골조,18025,18025,18025,0,0,0
2017-11,동수별,구조별,조적조,622,622,622,0,0,0
2017-11,동수별,구조별,목조,1341,1341,1341,0,0,0
2017-11,동수별,구조별,기타,125,125,125,0,0,0
2017-11,동수별,용도별,주거용,8181,8181,8181,0,0,0
2017-11,동수별,용도별,상업용,4880,4880,4880,0,0,0
2017-11,동수별,용도별,공업용,1598,1598,1598,0,0,0
2017-11,동수별,용도별,교육및사회,546,546,546,0,0,0
2017-11,동수별,용도별,기타,4908,4908,4908,0,0,0
2017-11,연면적별,합계,합계,13288978,13288978,13288978,0,0,0
2017-11,연면적별,구조별,철근및철골조,13120982,13120982,13120982,0,0,0
2017-11,연면적별,구조별,조적조,36535,36535,36535,0,0,0
2017-11,연면적별,구조별,목조,127060,127060,127060,0,0,0
2017-11,연면적별,구조별,기타,4401,4401,4401,0,0,0
2017-11,연면적별,용도별,주거용,5190391,5190391,5190391,0,0,0
2017-11,연면적별,용도별,상업용,3726058,3726058,3726058,0,0,0
2017-11,연면적별,용도별,공업용,1576168,1576168,1576168,0,0,0
2017-11,연면적별,용도별,교육및사회,466991,466991,466991,0,0,0
2017-11,연면적별,용도별,기타,2329370,2329370,2329370,0,0,0
2017-12,동수별,합계,합계,15856,15856,15856,0,0,0
2017-12,동수별,구조별,철근및철골조,14268,14268,14268,0,0,0
2017-12,동수별,구조별,조적조,519,519,519,0,0,0
2017-12,동수별,구조별,목조,984,984,984,0,0,0
2017-12,동수별,구조별,기타,85,85,85,0,0,0
2017-12,동수별,용도별,주거용,6288,6288,6288,0,0,0
2017-12,동수별,용도별,상업용,3697,3697,3697,0,0,0
2017-12,동수별,용도별,공업용,1171,1171,1171,0,0,0
2017-12,동수별,용도별,교육및사회,466,466,466,0,0,0
2017-12,동수별,용도별,기타,4234,4234,4234,0,0,0
2017-12,연면적별,합계,합계,11832347,11832347,11832347,0,0,0
2017-12,연면적별,구조별,철근및철골조,11675642,11675642,11675642,0,0,0
2017-12,연면적별,구조별,조적조,29131,29131,29131,0,0,0
2017-12,연면적별,구조별,목조,86613,86613,86613,0,0,0
2017-12,연면적별,구조별,기타,40961,40961,40961,0,0,0
2017-12,연면적별,용도별,주거용,4918026,4918026,4918026,0,0,0
2017-12,연면적별,용도별,상업용,3286019,3286019,3286019,0,0,0
2017-12,연면적별,용도별,공업용,1045042,1045042,1045042,0,0,0
2017-12,연면적별,용도별,교육및사회,476713,476713,476713,0,0,0
2017-12,연면적별,용도별,기타,2106547,2106547,2106547,0,0,0
2018-01,동수별,합계,합계,13129,13129,13129,0,0,0
2018-01,동수별,구조별,철근및철골조,12042,12042,12042,0,0,0
2018-01,동수별,구조별,조적조,347,347,347,0,0,0
2018-01,동수별,구조별,목조,641,641,641,0,0,0
2018-01,동수별,구조별,기타,99,99,99,0,0,0
2018-01,동수별,용도별,주거용,4493,4493,4493,0,0,0
2018-01,동수별,용도별,상업용,3033,3033,3033,0,0,0
2018-01,동수별,용도별,공업용,922,922,922,0,0,0
2018-01,동수별,용도별,교육및사회,451,451,451,0,0,0
2018-01,동수별,용도별,기타,4230,4230,4230,0,0,0
2018-01,연면적별,합계,합계,8213988,8213988,8213988,0,0,0
2018-01,연면적별,구조별,철근및철골조,8131766,8131766,8131766,0,0,0
2018-01,연면적별,구조별,조적조,22997,22997,22997,0,0,0
2018-01,연면적별,구조별,목조,55097,55097,55097,0,0,0
2018-01,연면적별,구조별,기타,4128,4128,4128,0,0,0
2018-01,연면적별,용도별,주거용,2135304,2135304,2135304,0,0,0
2018-01,연면적별,용도별,상업용,2891965,2891965,2891965,0,0,0
2018-01,연면적별,용도별,공업용,941413,941413,941413,0,0,0
2018-01,연면적별,용도별,교육및사회,566933,566933,566933,0,0,0
2018-01,연면적별,용도별,기타,1678373,1678373,1678373,0,0,0
2018-02,동수별,합계,합계,12368,12368,12368,0,0,0
2018-02,동수별,구조별,철근및철골조,11258,11258,11258,0,0,0
2018-02,동수별,구조별,조적조,330,330,330,0,0,0
2018-02,동수별,구조별,목조,630,630,630,0,0,0
2018-02,동수별,구조별,기타,150,150,150,0,0,0
2018-02,동수별,용도별,주거용,4639,4639,4639,0,0,0
2018-02,동수별,용도별,상업용,2732,2732,2732,0,0,0
2018-02,동수별,용도별,공업용,740,740,740,0,0,0
2018-02,동수별,용도별,교육및사회,304,304,304,0,0,0
2018-02,동수별,용도별,기타,3953,3953,3953,0,0,0
2018-02,연면적별,합계,합계,6982354,6982354,6982354,0,0,0
2018-02,연면적별,구조별,철근및철골조,6859243,6859243,6859243,0,0,0
2018-02,연면적별,구조별,조적조,18144,18144,18144,0,0,0
2018-02,연면적별,구조별,목조,60703,60703,60703,0,0,0
2018-02,연면적별,구조별,기타,44264,44264,44264,0,0,0
2018-02,연면적별,용도별,주거용,2431040,2431040,2431040,0,0,0
2018-02,연면적별,용도별,상업용,1920888,1920888,1920888,0,0,0
2018-02,연면적별,용도별,공업용,628804,628804,628804,0,0,0
2018-02,연면적별,용도별,교육및사회,392713,392713,392713,0,0,0
2018-02,연면적별,용도별,기타,1608909,1608909,1608909,0,0,0
2018-03,동수별,합계,합계,21552,21552,21552,0,0,0
2018-03,동수별,구조별,철근및철골조,19712,19712,19712,0,0,0
2018-03,동수별,구조별,조적조,505,505,505,0,0,0
2018-03,동수별,구조별,목조,1100,1100,1100,0,0,0
2018-03,동수별,구조별,기타,235,235,235,0,0,0
2018-03,동수별,용도별,주거용,8627,8627,8627,0,0,0
2018-03,동수별,용도별,상업용,4739,4739,4739,0,0,0
2018-03,동수별,용도별,공업용,1335,1335,1335,0,0,0
2018-03,동수별,용도별,교육및사회,484,484,484,0,0,0
2018-03,동수별,용도별,기타,6367,6367,6367,0,0,0
2018-03,연면적별,합계,합계,13431681,13431681,13431681,0,0,0
2018-03,연면적별,구조별,철근및철골조,13246006,13246006,13246006,0,0,0
2018-03,연면적별,구조별,조적조,27205,27205,27205,0,0,0
2018-03,연면적별,구조별,목조,107345,107345,107345,0,0,0
2018-03,연면적별,구조별,기타,51125,51125,51125,0,0,0
2018-03,연면적별,용도별,주거용,5654651,5654651,5654651,0,0,0
2018-03,연면적별,용도별,상업용,3143518,3143518,3143518,0,0,0
2018-03,연면적별,용도별,공업용,1033950,1033950,1033950,0,0,0
2018-03,연면적별,용도별,교육및사회,571819,571819,571819,0,0,0
2018-03,연면적별,용도별,기타,3027743,3027743,3027743,0,0,0
2018-04,동수별,합계,합계,22656,22656,22656,0,0,0
2018-04,동수별,구조별,철근및철골조,20501,20501,20501,0,0,0
2018-04,동수별,구조별,조적조,582,582,582,0,0,0
2018-04,동수별,구조별,목조,1294,1294,1294,0,0,0
2018-04,동수별,구조별,기타,279,279,279,0,0,0
2018-04,동수별,용도별,주거용,8820,8820,8820,0,0,0
2018-04,동수별,용도별,상업용,5131,5131,5131,0,0,0
2018-04,동수별,용도별,공업용,1443,1443,1443,0,0,0
2018-04,동수별,용도별,교육및사회,580,580,580,0,0,0
2018-04,동수별,용도별,기타,6682,6682,6682,0,0,0
2018-04,연면적별,합계,합계,11498313,11498313,11498313,0,0,0
2018-04,연면적별,구조별,철근및철골조,11334493,11334493,11334493,0,0,0
2018-04,연면적별,구조별,조적조,26804,26804,26804,0,0,0
2018-04,연면적별,구조별,목조,121071,121071,121071,0,0,0
2018-04,연면적별,구조별,기타,15945,15945,15945,0,0,0
2018-04,연면적별,용도별,주거용,3665195,3665195,3665195,0,0,0
2018-04,연면적별,용도별,상업용,3293154,3293154,3293154,0,0,0
2018-04,연면적별,용도별,공업용,1397625,1397625,1397625,0,0,0
2018-04,연면적별,용도별,교육및사회,567363,567363,567363,0,0,0
2018-04,연면적별,용도별,기타,2574976,2574976,2574976,0,0,0
2018-05,동수별,합계,합계,22515,22515,22515,0,0,0
2018-05,동수별,구조별,철근및철골조,20226,20226,20226,0,0,0
