기간	자치구	동	세대	계	계	계	한국인	한국인	한국인	등록외국인	등록외국인	등록외국인	세대당인구	65세이상고령자
2008.2/4	강동구	강일동	245	537	297	240	526	288	238	11	9	2	2.13	81
2008.2/4	강동구	상일동	10,134	30,120	15,149	14,971	29,968	15,077	14,891	152	72	80	2.94	1,843
2008.2/4	강동구	명일1동	10,159	29,790	14,726	15,064	29,629	14,649	14,980	161	77	84	2.9	1,987
2008.2/4	강동구	명일2동	6,136	19,617	9,849	9,768	19,607	9,846	9,761	10	3	7	3.18	1,156
2008.2/4	강동구	고덕1동	7,401	21,796	10,975	10,821	21,601	10,904	10,697	195	71	124	2.89	1,452
2008.2/4	강동구	고덕2동	7,327	20,450	10,471	9,979	20,397	10,447	9,950	53	24	29	2.76	1,444
2008.2/4	강동구	암사1동	9,876	24,249	12,126	12,123	23,780	11,941	11,839	469	185	284	2.39	1,868
2008.2/4	강동구	암사2동	5,962	16,490	8,179	8,311	16,459	8,168	8,291	31	11	20	2.73	1,013
2008.2/4	강동구	암사3동	2,867	8,509	4,267	4,242	8,483	4,247	4,236	26	20	6	2.93	593
2008.2/4	강동구	암사4동	6,128	16,452	8,209	8,243	16,409	8,194	8,215	43	15	28	2.65	1,146
2008.2/4	강동구	천호1동	12,946	34,033	17,056	16,977	32,860	16,592	16,268	1,173	464	709	2.51	2,501
2008.2/4	강동구	천호2동	7,188	16,985	8,532	8,453	16,024	8,101	7,923	961	431	530	2.21	1,254
2008.2/4	강동구	천호3동	13,314	30,021	15,091	14,930	29,724	14,963	14,761	297	128	169	2.21	2,431
2008.2/4	강동구	천호4동	9,361	22,540	11,382	11,158	22,356	11,307	11,049	184	75	109	2.37	1,827
2008.2/4	강동구	성내1동	7,877	21,715	10,867	10,848	21,680	10,849	10,831	35	18	17	2.72	1,454
2008.2/4	강동구	성내2동	11,961	28,207	14,004	14,203	27,812	13,823	13,989	395	181	214	2.3	2,196
2008.2/4	강동구	성내3동	9,981	25,490	12,764	12,726	25,400	12,732	12,668	90	32	58	2.52	1,674
2008.2/4	강동구	길1동	9,846	25,468	12,635	12,833	25,107	12,474	12,633	361	161	200	2.52	1,738
2008.2/4	강동구	길2동	10,057	27,825	13,780	14,045	27,753	13,754	13,999	72	26	46	2.74	1,733
2008.2/4	강동구	둔촌1동	6,813	21,682	11,226	10,456	21,521	11,166	10,355	161	60	101	3.15	1,050
2008.2/4	강동구	둔촌2동	10,038	28,068	13,970	14,098	28,012	13,952	14,060	56	18	38	2.77	1,935
