계정항목코드별,"M2(평잔,원계열)",양도성예금증서,매출어음,CMA,수익증권,건축,선행종합지수(2015=100),소비자물가등락률(%),미분양주택현황(호),제조업 재고율지수(2015=100%),상품수지(백만달러),경상수지(백만달러),행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],행정구역(시군구)별,총전입[명],총전출[명],순이동[명],연체율_기업대출,연체율_가계대출,주택담보대출 대출금리,잔액기준금리_가계대출_고정금리대출
2015. 07,2200510.9,18866.7,1102,42013.6,170292.5,5007587,100.2,0.7,"33,177",102.6,"10,181.40","9,367.20",전국,627098,627098,0,서울특별시,130033,141756,-11723,부산광역시,47288,46543,745,대구광역시,28837,29805,-968,인천광역시,42186,40956,1230,광주광역시,16074,16777,-703,대전광역시,18199,19362,-1163,울산광역시,13986,14101,-115,세종특별자치시,6519,2408,4111,경기도,159241,152228,7013,강원도,17745,17222,523,충청북도,17711,18383,-672,충청남도,20610,20431,179,전라북도,19298,19715,-417,전라남도,20058,19680,378,경상북도,28043,27179,864,경상남도,34066,34882,-816,1,0.5,3.77,29.6
2015. 08,2218660.3,19875.6,1046.8,42744.9,172481.1,4904285,100.5,0.7,"31,698",101.1,"8,652.30","8,119.40",전국,618777,618777,0,서울특별시,128717,141628,-12911,부산광역시,38816,40553,-1737,대구광역시,26924,27818,-894,인천광역시,39893,38781,1112,광주광역시,18135,19172,-1037,대전광역시,17798,19585,-1787,울산광역시,12016,12258,-242,세종특별자치시,7111,2584,4527,경기도,166985,157204,9781,강원도,17140,17282,-142,충청북도,16199,16518,-319,충청남도,23065,21272,1793,전라북도,21078,21547,-469,전라남도,20383,19830,553,경상북도,25701,24985,716,경상남도,32214,32337,-123,1.1,0.5,3.73,29.6
2015. 09,2230000.7,21847.7,998.4,43277.3,175831.9,5434429,101,0.5,"32,524",100.6,"12,026.30","10,600.30",전국,550423,550423,0,서울특별시,112803,125689,-12886,부산광역시,32915,34987,-2072,대구광역시,24619,25315,-696,인천광역시,36563,35679,884,광주광역시,14920,15928,-1008,대전광역시,15448,16777,-1329,울산광역시,10873,11106,-233,세종특별자치시,5870,2244,3626,경기도,148450,139325,9125,강원도,15783,15369,414,충청북도,14307,14333,-26,충청남도,21120,20627,493,전라북도,18501,18406,95,전라남도,17879,17168,711,경상북도,22633,22574,59,경상남도,31211,29703,1508,1,0.4,3.71,29.8
2015. 10,2232432,21949.9,971.2,42342,175567.2,5380910,101.4,0.8,"32,221",100.6,"10,843.30","9,561.00",전국,653444,653444,0,서울특별시,135505,150502,-14997,부산광역시,39877,41633,-1756,대구광역시,28104,29519,-1415,인천광역시,42386,41610,776,광주광역시,17014,18549,-1535,대전광역시,18093,19809,-1716,울산광역시,16539,15062,1477,세종특별자치시,6652,2568,4084,경기도,174074,164682,9392,강원도,19842,18758,1084,충청북도,17464,17273,191,충청남도,24459,23930,529,전라북도,21714,21781,-67,전라남도,20815,19522,1293,경상북도,27280,26993,287,경상남도,36285,35282,1003,1.1,0.4,3.65,30.2
2015. 11,2242848.2,22978.1,946.1,43998.9,175650.6,5526060,101.7,0.8,"49,724",101.7,"10,448.60","9,727.70",전국,650197,650197,0,서울특별시,132012,145622,-13610,부산광역시,42243,43674,-1431,대구광역시,28060,29009,-949,인천광역시,40391,39760,631,광주광역시,17962,18041,-79,대전광역시,17744,19509,-1765,울산광역시,14284,13828,456,세종특별자치시,6173,2486,3687,경기도,173851,165298,8553,강원도,18169,18195,-26,충청북도,16401,16280,121,충청남도,24050,22769,1281,전라북도,22673,22314,359,전라남도,19913,20020,-107,경상북도,29066,27864,1202,경상남도,39672,39054,618,1.1,0.4,3.60,30.6
2015. 12,2246070.1,21454,924,45077.2,174668.7,6478355,101.8,1.1,"61,512",100.2,"10,945.30","8,042.50",전국,700153,700153,0,서울특별시,133340,150733,-17393,부산광역시,48899,50539,-1640,대구광역시,29168,31156,-1988,인천광역시,39160,38841,319,광주광역시,19486,22564,-3078,대전광역시,18889,21730,-2841,울산광역시,14051,15162,-1111,세종특별자치시,7594,2951,4643,경기도,181157,168315,12842,강원도,21426,21113,313,충청북도,21267,20556,711,충청남도,27734,25312,2422,전라북도,25195,25101,94,전라남도,27477,23724,3753,경상북도,32397,31916,481,경상남도,43683,42441,1242,0.9,0.4,3.61,31.3
2016. 01,2261356.4,21002,887.9,44824.9,175382.3,4748006,101.8,0.6,"60,606",105.8,"8,255.00","7,317.40",전국,595130,595130,0,서울특별시,113095,119949,-6854,부산광역시,41272,42010,-738,대구광역시,24526,25013,-487,인천광역시,30828,30282,546,광주광역시,17078,16925,153,대전광역시,18658,19819,-1161,울산광역시,15058,15514,-456,세종특별자치시,7097,2734,4363,경기도,148176,138986,9190,강원도,20120,20392,-272,충청북도,17449,17631,-182,충청남도,24576,23967,609,전라북도,20207,21659,-1452,전라남도,19642,21590,-1948,경상북도,27354,29039,-1685,경상남도,38068,38550,-482,1,0.4,3.61,31.5
2016. 02,2285313.5,20946.7,837.1,44849.7,177387.1,4754756,101.8,1.1,"55,103",105.6,"8,143.30","7,927.50",전국,709413,709413,0,서울특별시,145256,153467,-8211,부산광역시,43080,43750,-670,대구광역시,32349,34137,-1788,인천광역시,35544,35133,411,광주광역시,19697,20759,-1062,대전광역시,23139,23979,-840,울산광역시,15687,16634,-947,세종특별자치시,7625,3119,4506,경기도,175465,165671,9794,강원도,23257,24257,-1000,충청북도,19374,19842,-468,충청남도,29694,28601,1093,전라북도,24447,25209,-762,전라남도,24258,25284,-1026,경상북도,33835,33917,-82,경상남도,43029,43715,-686,1.1,0.4,3.61,31.9
2016. 03,2294544.7,20953.6,772,44889.4,179494.3,5886459,102.2,0.8,"53,845",103.3,"13,316.30","11,122.80",전국,686126,686126,0,서울특별시,140880,149700,-8820,부산광역시,39742,41040,-1298,대구광역시,30695,31709,-1014,인천광역시,37293,37078,215,광주광역시,18673,19646,-973,대전광역시,20578,21724,-1146,울산광역시,13638,14375,-737,세종특별자치시,5963,2808,3155,경기도,172219,162955,9264,강원도,23483,23619,-136,충청북도,20021,19717,304,충청남도,27075,26291,784,전라북도,25641,26441,-800,전라남도,24802,25068,-266,경상북도,34906,34784,122,경상남도,39973,40216,-243,1,0.4,3.62,32.2
2016. 04,2299081.3,21366.7,710.4,45582.7,177788.8,5752243,102.6,1,"53,816",103.7,"9,893.30","4,184.30",전국,564228,564228,0,서울특별시,117029,127687,-10658,부산광역시,36072,37103,-1031,대구광역시,25406,26339,-933,인천광역시,34492,33162,1330,광주광역시,18454,18693,-239,대전광역시,15435,16238,-803,울산광역시,11855,12474,-619,세종특별자치시,4349,2535,1814,경기도,140411,132857,7554,강원도,17715,17382,333,충청북도,16527,15721,806,충청남도,21739,20926,813,전라북도,18996,19508,-512,전라남도,17935,18134,-199,경상북도,25347,25404,-57,경상남도,34249,33457,792,1,0.4,3.55,32.5
2016. 05,2312801.2,20317.1,644.6,46375,177741.4,6028631,103,0.8,"55,456",101.7,"10,237.70","10,491.00",전국,589428,589428,0,서울특별시,123743,135701,-11958,부산광역시,37470,39189,-1719,대구광역시,25379,26570,-1191,인천광역시,36236,35585,651,광주광역시,18670,18653,17,대전광역시,16214,17177,-963,울산광역시,13865,14317,-452,세종특별자치시,4876,2598,2278,경기도,152523,142146,10377,강원도,15995,16263,-268,충청북도,16024,15220,804,충청남도,24471,23236,1235,전라북도,19474,20054,-580,전라남도,18097,18469,-372,경상북도,24655,24234,421,경상남도,33272,33010,262,1.2,0.4,3.53,32.9
2016. 06,2334256.2,20496.3,584.7,45897.7,179042.2,6982710,103.4,0.7,"59,999",101.2,"12,413.10","12,409.70",전국,567068,567068,0,서울특별시,119398,131462,-12064,부산광역시,36668,38781,-2113,대구광역시,24418,25286,-868,인천광역시,34349,33998,351,광주광역시,17556,17966,-410,대전광역시,17211,18142,-931,울산광역시,11798,12334,-536,세종특별자치시,4646,2487,2159,경기도,147796,137581,10215,강원도,15898,15126,772,충청북도,14684,14382,302,충청남도,21438,20051,1387,전라북도,19922,19764,158,전라남도,17659,17721,-62,경상북도,23520,23352,168,경상남도,32391,32116,275,1.1,0.3,3.50,33.5
2016. 07,2352245.1,19562.1,527.4,46300.5,183100.6,6128001,103.8,0.4,"63,127",100.8,"10,486.80","8,831.80",전국,544890,544890,0,서울특별시,110156,123001,-12845,부산광역시,32635,34565,-1930,대구광역시,25905,26394,-489,인천광역시,39043,38258,785,광주광역시,15324,15522,-198,대전광역시,16011,16489,-478,울산광역시,10411,10994,-583,세종특별자치시,3703,2112,1591,경기도,152101,138877,13224,강원도,14964,14927,37,충청북도,14742,14375,367,충청남도,19478,18960,518,전라북도,16979,17243,-264,전라남도,16610,17153,-543,경상북도,21912,22327,-415,경상남도,27779,27885,-106,1.3,0.3,3.48,34.1
2016. 08,2377323.1,20119.5,463,46362.6,185445,6355725,104.3,0.5,"62,562",102.3,"6,791.00","5,410.10",전국,641882,641882,0,서울특별시,132319,146990,-14671,부산광역시,38613,40144,-1531,대구광역시,31352,31272,80,인천광역시,41232,40566,666,광주광역시,18116,18609,-493,대전광역시,19408,20086,-678,울산광역시,11559,12152,-593,세종특별자치시,5323,3144,2179,경기도,182540,167422,15118,강원도,17116,16937,179,충청북도,16696,16554,142,충청남도,22955,21718,1237,전라북도,19681,20063,-382,전라남도,19007,19636,-629,경상북도,25400,26328,-928,경상남도,32183,33006,-823,1.4,0.4,3.44,34.7
2016. 09,2383040.5,19558.6,403.3,46669.1,184982.4,6424468,104.8,1.3,"60,700",101.1,"9,894.60","7,517.50",전국,545720,545720,0,서울특별시,117840,128750,-10910,부산광역시,32336,34284,-1948,대구광역시,23401,23797,-396,인천광역시,35784,35177,607,광주광역시,15792,16256,-464,대전광역시,15466,15982,-516,울산광역시,9995,10643,-648,세종특별자치시,3965,2539,1426,경기도,152589,141531,11058,강원도,15714,15114,600,충청북도,14253,13948,305,충청남도,20524,19233,1291,전라북도,16884,17360,-476,전라남도,15793,16490,-697,경상북도,21155,21067,88,경상남도,27454,27623,-169,1.3,0.3,3.43,34.6
2016. 10,2391059.2,20012.7,355.6,46312.5,185921.2,6750631,105.3,1.5,"57,709",101.6,"8,874.90","7,476.80",전국,616356,616356,0,서울특별시,133610,146868,-13258,부산광역시,38232,40719,-2487,대구광역시,26049,26702,-653,인천광역시,39839,39451,388,광주광역시,17360,18230,-870,대전광역시,18049,18978,-929,울산광역시,11208,11576,-368,세종특별자치시,5209,3032,2177,경기도,170234,157398,12836,강원도,18666,18091,575,충청북도,16509,15935,574,충청남도,22619,21113,1506,전라북도,18586,19158,-572,전라남도,16900,16814,86,경상북도,24104,24642,-538,경상남도,31838,31236,602,1.3,0.3,3.42,34.6
2016. 11,2406393.5,20509.1,316.4,45447.5,184473.4,7361829,105.8,1.5,"57,582",97.5,"9,453.10","7,873.30",전국,645286,645286,0,서울특별시,130166,144748,-14582,부산광역시,40842,43346,-2504,대구광역시,29511,29775,-264,인천광역시,40280,40288,-8,광주광역시,17896,18771,-875,대전광역시,19300,20106,-806,울산광역시,11493,12217,-724,세종특별자치시,5679,3820,1859,경기도,181152,169278,11874,강원도,18753,18458,295,충청북도,17612,16534,1078,충청남도,25035,22948,2087,전라북도,22437,21806,631,전라남도,18921,18445,476,경상북도,25265,25372,-107,경상남도,33251,32673,578,1,0.3,3.44,34.6
2016. 12,2414040.9,21033.6,316.8,47118.3,181816.6,8268552,106.3,1.3,"56,413",94.4,"8,702.60","7,361.50",전국,672903,672903,0,서울특별시,132110,147536,-15426,부산광역시,42053,45476,-3423,대구광역시,29237,30494,-1257,인천광역시,36726,36891,-165,광주광역시,18560,21044,-2484,대전광역시,19783,21163,-1380,울산광역시,11623,12582,-959,세종특별자치시,6617,4308,2309,경기도,183387,170274,13113,강원도,21803,21026,777,충청북도,18788,17809,979,충청남도,27160,24402,2758,전라북도,24934,24342,592,전라남도,24508,22533,1975,경상북도,28199,28337,-138,경상남도,38465,36693,1772,0.8,0.3,3.48,34.5
2017. 01,2417807.6,21421.6,337.4,48642.2,181206,5815397,106.9,2.2,"59,313",95.6,"6,687.50","3,401.70",전국,577151,577151,0,서울특별시,114655,117173,-2518,부산광역시,37605,39613,-2008,대구광역시,26169,26266,-97,인천광역시,29578,29383,195,광주광역시,17484,17358,126,대전광역시,18367,18700,-333,울산광역시,11137,12210,-1073,세종특별자치시,5331,3630,1701,경기도,147008,138863,8145,강원도,18522,19855,-1333,충청북도,16809,16797,12,충청남도,23264,22634,630,전라북도,20975,22213,-1238,전라남도,19979,21243,-1264,경상북도,25341,26785,-1444,경상남도,33822,33949,-127,0.8,0.3,3.56,34.5
2017. 02,2420285.6,21305.8,340.9,48322.2,178253.5,6161792,107.3,2.1,"61,063",97.7,"9,432.30","7,438.60",전국,748848,748848,0,서울특별시,161130,162678,-1548,부산광역시,48737,50027,-1290,대구광역시,33146,33613,-467,인천광역시,38606,38956,-350,광주광역시,22751,24050,-1299,대전광역시,23601,24507,-906,울산광역시,13655,15728,-2073,세종특별자치시,7066,4612,2454,경기도,186226,177324,8902,강원도,23477,24219,-742,충청북도,20859,20587,272,충청남도,32414,30003,2411,전라북도,25336,26503,-1167,전라남도,24414,25694,-1280,경상북도,31878,34046,-2168,경상남도,42196,44175,-1979,0.9,0.3,3.55,34.5
2017. 03,2436994.7,20898.8,346.2,47951.4,178005.5,7529998,107.8,2.3,"61,679",95.5,"8,579.60","5,140.30",전국,673351,673351,0,서울특별시,143477,148176,-4699,부산광역시,39566,41622,-2056,대구광역시,27779,28957,-1178,인천광역시,36433,36448,-15,광주광역시,20451,21526,-1075,대전광역시,19915,21952,-2037,울산광역시,12416,13919,-1503,세종특별자치시,7392,4001,3391,경기도,172041,162209,9832,강원도,21771,21877,-106,충청북도,19145,19379,-234,충청남도,30178,27861,2317,전라북도,23022,23962,-940,전라남도,22288,23082,-794,경상북도,29122,30584,-1462,경상남도,38197,38767,-570,0.8,0.3,3.60,34.7
2017. 04,2450220.9,20712.6,322.7,49921.4,175615.9,7425116,108.3,2,"60,313",99.6,"10,925.80","3,184.00",전국,532108,532108,0,서울특별시,112932,119307,-6375,부산광역시,34002,35946,-1944,대구광역시,22568,23205,-637,인천광역시,30495,30441,54,광주광역시,15679,16691,-1012,대전광역시,15090,16194,-1104,울산광역시,10745,11518,-773,세종특별자치시,6298,3519,2779,경기도,136220,129921,6299,강원도,15430,15444,-14,충청북도,15093,14363,730,충청남도,22158,20211,1947,전라북도,16925,17498,-573,전라남도,17470,17065,405,경상북도,21978,22496,-518,경상남도,31635,31979,-344,0.9,0.3,3.62,34.7
2017. 05,2454386.7,22523.6,314.7,49797.2,174504,7374350,108.8,2,"56,859",102.8,"7,675.60","4,262.10",전국,578011,578011,0,서울특별시,124132,130722,-6590,부산광역시,36958,39318,-2360,대구광역시,23786,24772,-986,인천광역시,34524,34365,159,광주광역시,16438,16948,-510,대전광역시,18652,20854,-2202,울산광역시,10572,11593,-1021,세종특별자치시,9434,4624,4810,경기도,147097,139991,7106,강원도,15883,15846,37,충청북도,15601,15685,-84,충청남도,22636,21164,1472,전라북도,18192,18741,-549,전라남도,17433,17614,-181,경상북도,22006,22831,-825,경상남도,36716,36277,439,0.9,0.3,3.63,34.6
2017. 06,2470861.1,24228.8,322.4,49507.6,175190.2,8277981,109.3,1.8,"57,108",100,"8,702.40","7,008.90",전국,541077,541077,0,서울특별시,115236,121281,-6045,부산광역시,34064,36628,-2564,대구광역시,22260,22875,-615,인천광역시,31915,31714,201,광주광역시,15601,16034,-433,대전광역시,16847,18585,-1738,울산광역시,10225,11014,-789,세종특별자치시,7819,4085,3734,경기도,138178,132131,6047,강원도,15639,14859,780,충청북도,15333,15310,23,충청남도,21108,19354,1754,전라북도,16964,17650,-686,전라남도,16008,16439,-431,경상북도,21740,22436,-696,경상남도,35099,34485,614,0.7,0.3,3.59,34.7
2017. 07,2472110.4,25876.9,320.1,49358.3,176775.1,7488312,109.7,2.2,"54,282",100.6,"9,920.70","7,467.40",전국,543286,543286,0,서울특별시,113098,121341,-8243,부산광역시,35266,37237,-1971,대구광역시,23072,23807,-735,인천광역시,34014,33887,127,광주광역시,15040,15356,-316,대전광역시,15462,16382,-920,울산광역시,9807,10770,-963,세종특별자치시,6492,3679,2813,경기도,141537,133528,8009,강원도,14486,14791,-305,충청북도,15148,15060,88,충청남도,21017,19512,1505,전라북도,17423,18172,-749,전라남도,16888,17077,-189,경상북도,24410,25062,-652,경상남도,32708,31780,928,0.7,0.3,3.61,34.5
2017. 08,2485629.9,26703.5,306,49046.4,176560.7,7522253,110.1,2.5,"53,130",101.5,"8,647.30","6,139.40",전국,628151,628151,0,서울특별시,132940,141931,-8991,부산광역시,40356,41103,-747,대구광역시,27528,29406,-1878,인천광역시,36757,37274,-517,광주광역시,18683,18658,25,대전광역시,17413,18333,-920,울산광역시,10444,11930,-1486,세종특별자치시,7536,4711,2825,경기도,169095,158331,10764,강원도,15950,15788,162,충청북도,16739,16726,13,충청남도,26580,24570,2010,전라북도,18559,19370,-811,전라남도,17648,18938,-1290,경상북도,28946,29092,-146,경상남도,34778,35344,-566,0.8,0.3,3.59,34.5
2017. 09,2492388.2,26895.6,303.7,48485.8,180717.5,8049091,110.4,2,"54,420",99.1,"14,522.70","12,337.70",전국,590892,590892,0,서울특별시,120252,133583,-13331,부산광역시,34958,36416,-1458,대구광역시,26579,28440,-1861,인천광역시,33943,35324,-1381,광주광역시,16586,16753,-167,대전광역시,16413,17155,-742,울산광역시,11440,12397,-957,세종특별자치시,5518,3450,2068,경기도,172577,158654,13923,강원도,15381,14980,401,충청북도,15261,15102,159,충청남도,23068,21619,1449,전라북도,16893,17334,-441,전라남도,16496,16892,-396,경상북도,27433,26465,968,경상남도,30366,29827,539,0.7,0.3,3.62,34.2
2017. 10,2504594.2,26403.4,302.7,47856.9,179788,7150091,110.8,1.8,"55,707",102.5,"9,417.90","6,890.00",전국,528635,528635,0,서울특별시,109323,120064,-10741,부산광역시,29670,34419,-4749,대구광역시,27594,28787,-1193,인천광역시,31642,31514,128,광주광역시,14974,15138,-164,대전광역시,14866,16105,-1239,울산광역시,11057,11318,-261,세종특별자치시,5820,3365,2455,경기도,147785,137313,10472,강원도,14119,13632,487,충청북도,13354,13116,238,충청남도,19693,18413,1280,전라북도,14990,15565,-575,전라남도,15183,15405,-222,경상북도,23102,22517,585,경상남도,28356,26171,2185,0.7,0.3,3.62,33.9
2017. 11,2521786.3,25296.7,301.1,47010.5,179703.6,7894074,111.2,1.2,"56,647",101.4,"11,165.60","7,474.30",전국,597466,597466,0,서울특별시,114057,128744,-14687,부산광역시,33845,37390,-3545,대구광역시,32466,33341,-875,인천광역시,35420,35701,-281,광주광역시,17362,17986,-624,대전광역시,16522,18273,-1751,울산광역시,11724,12307,-583,세종특별자치시,6252,3651,2601,경기도,164794,151095,13699,강원도,19835,18306,1529,충청북도,15944,15352,592,충청남도,23385,22073,1312,전라북도,18866,19331,-465,전라남도,18721,18570,151,경상북도,26795,26371,424,경상남도,32808,31429,1379,0.7,0.3,3.62,33.5
2017. 12,2527641.3,25121.8,324.3,47834.6,183376.8,8711800,111.4,1.4,"57,330",105.9,"7,915.50","4,486.50",전국,615250,615250,0,서울특별시,111705,126423,-14718,부산광역시,34046,37752,-3706,대구광역시,28235,29649,-1414,인천광역시,36138,36128,10,광주광역시,17089,19758,-2669,대전광역시,18301,20584,-2283,울산광역시,11977,12412,-435,세종특별자치시,7115,4056,3059,경기도,165766,152802,12964,강원도,21160,20021,1139,충청북도,17891,17438,453,충청남도,23237,21923,1314,전라북도,23902,22914,988,전라남도,24976,22532,2444,경상북도,28310,27957,353,경상남도,36498,35017,1481,0.6,0.2,3.67,33.2
2018. 01,2551196,25004.9,335.9,48604.1,183070.7,6864630,111.7,0.8,"59,104",104.5,"7,338.00","2,556.90",전국,662283,662283,0,서울특별시,119120,126275,-7155,부산광역시,35923,38872,-2949,대구광역시,28490,29154,-664,인천광역시,42813,40930,1883,광주광역시,20458,20319,139,대전광역시,20467,21511,-1044,울산광역시,13415,14162,-747,세종특별자치시,7436,4557,2879,경기도,178928,164821,14107,강원도,21088,22708,-1620,충청북도,19100,19359,-259,충청남도,27368,26298,1070,전라북도,23420,25710,-2290,전라남도,22457,24787,-2330,경상북도,29327,31382,-2055,경상남도,39383,39386,-3,0.7,0.3,3.74,32.9
2018. 02,2570764.6,24343,342.1,47668,183247.6,6186518,112,1.3,"60,903",105.8,"4,793.30","3,226.70",전국,697706,697706,0,서울특별시,135440,142674,-7234,부산광역시,39119,40397,-1278,대구광역시,30043,30886,-843,인천광역시,43227,42812,415,광주광역시,19797,20775,-978,대전광역시,20144,22463,-2319,울산광역시,13003,14550,-1547,세종특별자치시,9837,5140,4697,경기도,193015,177473,15542,강원도,20077,21543,-1466,충청북도,19384,19052,332,충청남도,28396,27741,655,전라북도,25288,27010,-1722,전라남도,21302,22799,-1497,경상북도,29749,32143,-2394,경상남도,38428,39788,-1360,0.7,0.3,3.77,32.7
2018. 03,2578361.8,24769.7,357.2,47823,184552.4,7174824,112.2,1.2,"58,004",107.4,"9,216.50","5,210.40",전국,707829,707829,0,서울특별시,144160,152138,-7978,부산광역시,42516,44725,-2209,대구광역시,28106,29525,-1419,인천광역시,43841,44621,-780,광주광역시,20144,21431,-1287,대전광역시,19083,20911,-1828,울산광역시,12100,13471,-1371,세종특별자치시,7957,5079,2878,경기도,192019,177098,14921,강원도,21369,21235,134,충청북도,21672,21085,587,충청남도,27896,26562,1334,전라북도,25393,26575,-1182,전라남도,22567,23022,-455,경상북도,30290,31796,-1506,경상남도,38478,39453,-975,0.9,0.3,3.77,32.1
2018. 04,2590840.7,24556.4,341.8,47265.4,188845.4,7561548,112.3,1.5,"59,583",107.5,"9,402.20","1,490.40",전국,593767,593767,0,서울특별시,117443,127510,-10067,부산광역시,34794,37164,-2370,대구광역시,24869,26028,-1159,인천광역시,37290,36772,518,광주광역시,17070,18307,-1237,대전광역시,16239,17985,-1746,울산광역시,10358,11419,-1061,세종특별자치시,8808,5170,3638,경기도,162039,149259,12780,강원도,17163,17681,-518,충청북도,17325,16899,426,충청남도,24497,23331,1166,전라북도,21353,22109,-756,전라남도,17929,17630,299,경상북도,26713,27152,-439,경상남도,31844,32295,-451,0.9,0.3,3.79,31.7
2018. 05,2600274.3,25042.6,320.1,45023.6,186191.2,7384325,112.7,1.5,"59,836",103.9,"10,550.20","8,792.30",전국,599570,599570,0,서울특별시,117278,128576,-11298,부산광역시,37839,40348,-2509,대구광역시,27231,28667,-1436,인천광역시,36824,36670,154,광주광역시,17926,18615,-689,대전광역시,17019,18215,-1196,울산광역시,10575,11561,-986,세종특별자치시,6498,4171,2327,경기도,166629,152815,13814,강원도,16936,16855,81,충청북도,16609,15971,638,충청남도,24676,23793,883,전라북도,20119,20729,-610,전라남도,17321,17621,-300,경상북도,25336,25583,-247,경상남도,32543,32195,348,1,0.3,3.75,31.2
2018. 06,2622268.3,26025.4,326.3,45279.9,189630.9,7925391,113,1.5,"62,050",106.3,"9,413.50","7,980.10",전국,543797,543797,0,서울특별시,109139,117661,-8522,부산광역시,31839,34332,-2493,대구광역시,25197,25648,-451,인천광역시,32648,32554,94,광주광역시,16660,16695,-35,대전광역시,16263,16837,-574,울산광역시,9605,10924,-1319,세종특별자치시,7023,4498,2525,경기도,149992,136387,13605,강원도,14585,14810,-225,충청북도,13981,14062,-81,충청남도,23755,23147,608,전라북도,17201,18460,-1259,전라남도,15526,16939,-1413,경상북도,23041,24010,-969,경상남도,30109,30366,-257,0.8,0.3,3.65,30.7
2018. 07,2637421.8,28330.5,343.1,44421.1,193726.2,7057122,113.2,1.1,"63,132",106.4,"10,685.30","8,874.40",전국,568604,568604,0,서울특별시,112580,121981,-9401,부산광역시,33669,36040,-2371,대구광역시,24368,25312,-944,인천광역시,32372,33017,-645,광주광역시,17701,17392,309,대전광역시,18149,18248,-99,울산광역시,10120,11135,-1015,세종특별자치시,7101,4954,2147,경기도,159655,144748,14907,강원도,17393,17704,-311,충청북도,15097,14754,343,충청남도,23667,23416,251,전라북도,17971,19355,-1384,전라남도,16616,17929,-1313,경상북도,23027,24148,-1121,경상남도,31145,31427,-282,0.9,0.3,3.73,30.2
