,종가,거래량,거래대금,변동 %
2018년 06월 14일,"2,423.48",533.45M,1292805.406K,-1.84%
2018년 06월 12일,"2,468.83",613.17M,1513812.491K,-0.05%
2018년 06월 11일,"2,470.15",427.95M,1057100.693K,0.76%
2018년 06월 08일,"2,451.58",530.16M,1299729.653K,-0.77%
2018년 06월 07일,"2,470.58",474.15M,1171425.507K,0.69%
2018년 06월 05일,"2,453.76",501.36M,1230217.114K,0.25%
2018년 06월 04일,"2,447.76",438.93M,1074395.297K,0.36%
2018년 06월 01일,"2,438.96",603.02M,1470741.659K,0.66%
2018년 05월 31일,"2,423.01",816.93M,1979429.559K,0.58%
2018년 05월 30일,"2,409.03",575.92M,1387408.558K,-1.96%
2018년 05월 29일,"2,457.25",571.84M,1405153.84K,-0.88%
2018년 05월 28일,"2,478.96",708.36M,1755996.106K,0.74%
2018년 05월 25일,"2,460.80",653.59M,1608354.272K,-0.21%
2018년 05월 24일,"2,466.01",638.12M,1573610.301K,-0.24%
2018년 05월 23일,"2,471.91",752.68M,1860557.219K,0.26%
2018년 05월 21일,"2,465.57",588.09M,1449977.061K,0.20%
2018년 05월 18일,"2,460.65",431.38M,1061475.197K,0.50%
2018년 05월 17일,"2,448.45",596.77M,1461161.507K,-0.46%
2018년 05월 16일,"2,459.82",691.81M,1701728.074K,0.05%
2018년 05월 15일,"2,458.54",712.62M,1752004.775K,-0.71%
2018년 05월 14일,"2,476.11",650.71M,1611229.538K,-0.06%
2018년 05월 11일,"2,477.71",599.90M,1486378.229K,0.55%
2018년 05월 10일,"2,464.16",490.00M,1207438.4K,0.83%
2018년 05월 09일,"2,443.98",593.37M,1450184.413K,-0.24%
2018년 05월 08일,"2,449.81",714.73M,1750952.701K,-0.47%
2018년 05월 04일,"2,461.38",612.02M,1506413.788K,-1.04%
2018년 05월 03일,"2,487.25",614.10M,1527420.225K,-0.73%
2018년 05월 02일,"2,505.61",807.59M,2023505.58K,-0.39%
2018년 04월 30일,"2,515.38",746.29M,1877202.94K,0.92%
2018년 04월 27일,"2,492.40",464.96M,1158866.304K,0.68%
2018년 04월 26일,"2,475.64",520.92M,1289610.389K,1.10%
2018년 04월 25일,"2,448.81",466.10M,1141390.341K,-0.62%
2018년 04월 24일,"2,464.14",524.28M,1291899.319K,-0.40%
2018년 04월 23일,"2,474.11",701.42M,1735390.236K,-0.09%
2018년 04월 20일,"2,476.33",531.72M,1316714.188K,-0.39%
2018년 04월 19일,"2,486.10",727.03M,1807469.283K,0.25%
2018년 04월 18일,"2,479.98",647.29M,1605266.254K,1.07%
2018년 04월 17일,"2,453.77",394.70M,968503.019K,-0.15%
2018년 04월 16일,"2,457.49",347.17M,853166.8033K,0.10%
2018년 04월 13일,"2,455.07",395.89M,971937.6623K,0.51%
2018년 04월 12일,"2,442.71",441.57M,1078627.455K,-0.06%
2018년 04월 11일,"2,444.22",355.19M,868162.5018K,-0.27%
2018년 04월 10일,"2,450.74",356.39M,873419.2286K,0.27%
2018년 04월 09일,"2,444.08",334.42M,817349.2336K,0.60%
2018년 04월 06일,"2,429.58",454.31M,1103782.49K,-0.33%
2018년 04월 05일,"2,437.52",591.04M,1440671.821K,1.22%
2018년 04월 04일,"2,408.06",551.70M,1328526.702K,-1.41%
2018년 04월 03일,"2,442.43",497.14M,1214229.65K,-0.07%
2018년 04월 02일,"2,444.16",390.32M,954004.5312K,-0.07%
2018년 03월 30일,"2,445.85",395.33M,966917.8805K,0.39%
2018년 03월 29일,"2,436.37",333.36M,812188.3032K,0.71%
2018년 03월 28일,"2,419.29",501.31M,1212814.27K,-1.34%
2018년 03월 27일,"2,452.06",332.13M,814402.6878K,0.61%
2018년 03월 26일,"2,437.08",306.90M,747939.852K,0.84%
2018년 03월 23일,"2,416.76",457.95M,1106755.242K,-3.18%
2018년 03월 22일,"2,496.02",482.14M,1203431.083K,0.44%
2018년 03월 21일,"2,484.97",399.07M,991676.9779K,-0.02%
2018년 03월 20일,"2,485.52",291.50M,724529.08K,0.42%
2018년 03월 19일,"2,475.03",477.22M,1181133.817K,-0.76%
2018년 03월 16일,"2,493.97",377.77M,942147.0469K,0.06%
2018년 03월 15일,"2,492.38",344.01M,857403.6438K,0.25%
2018년 03월 14일,"2,486.08",360.87M,897151.6896K,-0.34%
2018년 03월 13일,"2,494.49",350.20M,873570.398K,0.42%
2018년 03월 12일,"2,484.12",391.30M,972036.156K,1.00%
2018년 03월 09일,"2,459.45",437.26M,1075419.107K,1.08%
2018년 03월 08일,"2,433.08",394.85M,960701.638K,1.30%
2018년 03월 07일,"2,401.82",412.97M,991879.6054K,-0.40%
2018년 03월 06일,"2,411.41",400.11M,964829.2551K,1.53%
2018년 03월 05일,"2,375.06",312.25M,741612.485K,-1.13%
2018년 03월 02일,"2,402.16",320.40M,769652.064K,-1.04%
2018년 02월 28일,"2,427.36",367.56M,892200.4416K,-1.17%
2018년 02월 27일,"2,456.14",271.23M,666178.8522K,-0.06%
2018년 02월 26일,"2,457.65",321.26M,789544.639K,0.25%
2018년 02월 23일,"2,451.52",300.58M,736877.8816K,1.54%
2018년 02월 22일,"2,414.28",349.49M,843766.7172K,-0.63%
2018년 02월 21일,"2,429.65",432.28M,1050289.102K,0.60%
2018년 02월 20일,"2,415.12",421.49M,1017948.929K,-1.13%
2018년 02월 19일,"2,442.82",322.14M,786930.0348K,0.87%
2018년 02월 14일,"2,421.83",305.74M,740450.3042K,1.11%
2018년 02월 13일,"2,395.19",423.42M,1014171.35K,0.41%
2018년 02월 12일,"2,385.38",352.29M,840345.5202K,0.91%
2018년 02월 09일,"2,363.77",489.11M,1156143.545K,-1.82%
2018년 02월 08일,"2,407.62",362.42M,872569.6404K,0.46%
2018년 02월 07일,"2,396.56",460.08M,1102609.325K,-2.31%
2018년 02월 06일,"2,453.31",582.84M,1429887.2K,-1.54%
2018년 02월 05일,"2,491.75",442.35M,1102225.613K,-1.33%
2018년 02월 02일,"2,525.39",481.82M,1216783.41K,-1.68%
2018년 02월 01일,"2,568.54",595.15M,1528666.581K,0.08%
2018년 01월 31일,"2,566.46",403.05M,1034411.703K,-0.05%
2018년 01월 30일,"2,567.74",397.04M,1019495.49K,-1.17%
2018년 01월 29일,"2,598.19",437.48M,1136656.161K,0.91%
2018년 01월 26일,"2,574.76",400.65M,1031577.594K,0.49%
2018년 01월 25일,"2,562.23",514.60M,1318523.558K,0.95%
2018년 01월 24일,"2,538.00",371.09M,941826.42K,0.06%
2018년 01월 23일,"2,536.60",370.01M,938567.366K,1.38%
2018년 01월 22일,"2,502.11",342.99M,858198.7089K,-0.72%
2018년 01월 19일,"2,520.26",351.84M,886728.2784K,0.18%
2018년 01월 18일,"2,515.81",333.11M,838041.4691K,0.02%
2018년 01월 17일,"2,515.43",336.71M,846970.4353K,-0.25%
2018년 01월 16일,"2,521.74",341.61M,861451.6014K,0.72%
2018년 01월 15일,"2,503.73",404.55M,1012883.972K,0.29%
2018년 01월 12일,"2,496.42",438.78M,1095379.168K,0.34%
2018년 01월 11일,"2,487.91",444.34M,1105477.929K,-0.47%
2018년 01월 10일,"2,499.75",444.02M,1109938.995K,-0.42%
2018년 01월 09일,"2,510.23",374.32M,939629.2936K,-0.12%
2018년 01월 08일,"2,513.28",311.43M,782710.7904K,0.63%
2018년 01월 05일,"2,497.52",308.77M,771159.2504K,1.26%
2018년 01월 04일,"2,466.46",333.84M,823403.0064K,-0.80%
2018년 01월 03일,"2,486.35",331.10M,823230.485K,0.27%
2018년 01월 02일,"2,479.65",262.20M,650164.23K,0.49%
2017년 12월 28일,"2,467.49",220.34M,543686.7466K,1.26%
2017년 12월 27일,"2,436.67",194.85M,474785.1495K,0.38%
2017년 12월 26일,"2,427.34",224.64M,545277.6576K,-0.54%
2017년 12월 22일,"2,440.54",230.41M,562324.8214K,0.44%
2017년 12월 21일,"2,429.83",247.33M,600969.8539K,-1.72%
2017년 12월 20일,"2,472.37",236.18M,583924.3466K,-0.25%
2017년 12월 19일,"2,478.53",308.39M,764353.8667K,-0.13%
2017년 12월 18일,"2,481.88",324.36M,805022.5968K,-0.01%
2017년 12월 15일,"2,482.07",340.76M,845790.1732K,0.51%
2017년 12월 14일,"2,469.48",317.79M,784776.0492K,-0.45%
2017년 12월 13일,"2,480.55",254.95M,632416.2225K,0.79%
2017년 12월 12일,"2,461.00",281.19M,692008.59K,-0.42%
2017년 12월 11일,"2,471.49",240.14M,593503.6086K,0.30%
2017년 12월 08일,"2,464.00",406.38M,1001320.32K,0.08%
2017년 12월 07일,"2,461.98",404.85M,996732.603K,-0.50%
2017년 12월 06일,"2,474.37",507.62M,1256039.699K,-1.42%
2017년 12월 05일,"2,510.12",395.43M,992576.7516K,0.34%
2017년 12월 04일,"2,501.67",323.85M,810165.8295K,1.06%
2017년 12월 01일,"2,475.41",288.57M,714329.0637K,-0.04%
2017년 11월 30일,"2,476.37",339.02M,839538.9574K,-1.45%
2017년 11월 29일,"2,512.90",301.21M,756910.609K,-0.05%
2017년 11월 28일,"2,514.19",348.24M,875541.5256K,0.25%
2017년 11월 27일,"2,507.81",284.89M,714449.9909K,-1.44%
2017년 11월 24일,"2,544.33",297.94M,758057.6802K,0.28%
2017년 11월 23일,"2,537.15",391.29M,992761.4235K,-0.13%
2017년 11월 22일,"2,540.51",485.67M,1233849.492K,0.39%
2017년 11월 21일,"2,530.70",484.89M,1227111.123K,0.12%
2017년 11월 20일,"2,527.67",404.26M,1021835.874K,-0.25%
2017년 11월 17일,"2,533.99",362.19M,917785.8381K,-0.03%
2017년 11월 16일,"2,534.79",302.93M,767863.9347K,0.66%
2017년 11월 15일,"2,518.25",398.22M,1002817.515K,-0.33%
2017년 11월 14일,"2,526.64",287.77M,727091.1928K,-0.15%
2017년 11월 13일,"2,530.35",266.53M,674414.1855K,-0.50%
2017년 11월 10일,"2,542.95",291.52M,741320.784K,-0.30%
2017년 11월 09일,"2,550.57",293.54M,748694.3178K,-0.07%
2017년 11월 08일,"2,552.40",277.04M,707116.896K,0.27%
2017년 11월 07일,"2,545.44",253.92M,646338.1248K,-0.16%
2017년 11월 06일,"2,549.41",221.19M,563903.9979K,-0.33%
2017년 11월 03일,"2,557.97",292.77M,748896.8769K,0.46%
2017년 11월 02일,"2,546.36",527.73M,1343790.563K,-0.40%
2017년 11월 01일,"2,556.47",361.80M,924930.846K,1.31%
2017년 10월 31일,"2,523.43",313.79M,791827.0997K,0.86%
2017년 10월 30일,"2,501.93",342.01M,855685.0793K,0.21%
2017년 10월 27일,"2,496.63",511.23M,1276352.155K,0.64%
2017년 10월 26일,"2,480.63",646.88M,1604669.934K,-0.48%
2017년 10월 25일,"2,492.50",599.44M,1494104.2K,0.08%
2017년 10월 24일,"2,490.49",232.01M,577818.5849K,0.02%
2017년 10월 23일,"2,490.05",274.20M,682771.71K,0.02%
2017년 10월 20일,"2,489.54",313.21M,779748.8234K,0.67%
2017년 10월 19일,"2,473.06",236.62M,585175.4572K,-0.40%
2017년 10월 18일,"2,482.91",244.24M,606425.9384K,-0.06%
2017년 10월 17일,"2,484.37",199.05M,494513.8485K,0.17%
2017년 10월 16일,"2,480.05",224.42M,556572.821K,0.26%
2017년 10월 13일,"2,473.62",234.80M,580805.976K,-0.05%
2017년 10월 12일,"2,474.76",256.21M,634058.2596K,0.68%
2017년 10월 11일,"2,458.16",201.77M,495982.9432K,1.00%
2017년 10월 10일,"2,433.81",221.74M,539673.0294K,1.64%
2017년 09월 29일,"2,394.47",184.19M,441037.4293K,0.90%
2017년 09월 28일,"2,373.14",194.77M,462216.4778K,0.02%
2017년 09월 27일,"2,372.57",202.62M,480730.1334K,-0.07%
2017년 09월 26일,"2,374.32",319.12M,757692.9984K,-0.26%
2017년 09월 25일,"2,380.40",339.35M,807788.74K,-0.35%
2017년 09월 22일,"2,388.71",333.62M,796921.4302K,-0.74%
2017년 09월 21일,"2,406.50",335.34M,806995.71K,-0.24%
2017년 09월 20일,"2,412.20",303.29M,731596.138K,-0.16%
2017년 09월 19일,"2,416.05",254.59M,615102.1695K,-0.09%
2017년 09월 18일,"2,418.21",273.48M,661332.0708K,1.35%
2017년 09월 15일,"2,386.07",298.74M,712814.5518K,0.35%
2017년 09월 14일,"2,377.66",314.26M,747203.4316K,0.74%
2017년 09월 13일,"2,360.18",318.87M,752590.5966K,-0.22%
2017년 09월 12일,"2,365.47",333.57M,789049.8279K,0.27%
2017년 09월 11일,"2,359.08",243.61M,574695.4788K,0.66%
2017년 09월 08일,"2,343.72",214.59M,502938.8748K,-0.11%
2017년 09월 07일,"2,346.19",277.04M,649988.4776K,1.14%
2017년 09월 06일,"2,319.82",252.68M,586172.1176K,-0.29%
2017년 09월 05일,"2,326.62",320.43M,745518.8466K,-0.13%
2017년 09월 04일,"2,329.65",248.50M,578918.025K,-1.19%
2017년 09월 01일,"2,357.69",280.06M,660294.6614K,-0.23%
2017년 08월 31일,"2,363.19",265.05M,626363.5095K,-0.38%
2017년 08월 30일,"2,372.29",305.64M,725066.7156K,0.32%
2017년 08월 29일,"2,364.74",223.09M,527549.8466K,-0.23%
2017년 08월 28일,"2,370.30",226.87M,537749.961K,-0.35%
2017년 08월 25일,"2,378.51",341.96M,813355.2796K,0.11%
2017년 08월 24일,"2,375.84",295.53M,702131.9952K,0.40%
2017년 08월 23일,"2,366.40",228.62M,541006.368K,0.05%
2017년 08월 22일,"2,365.33",251.86M,595732.0138K,0.44%
2017년 08월 21일,"2,355.00",207.22M,488003.1K,-0.14%
2017년 08월 18일,"2,358.37",201.48M,475164.3876K,-0.14%
2017년 08월 17일,"2,361.67",255.77M,604044.3359K,0.57%
2017년 08월 16일,"2,348.26",270.52M,635251.2952K,0.60%
2017년 08월 14일,"2,334.22",214.02M,499569.7644K,0.63%
2017년 08월 11일,"2,319.71",318.58M,739013.2118K,-1.69%
2017년 08월 10일,"2,359.47",283.87M,669782.7489K,-0.38%
2017년 08월 09일,"2,368.39",234.07M,554369.0473K,-1.10%
2017년 08월 08일,"2,394.73",252.85M,605507.4805K,-0.17%
2017년 08월 07일,"2,398.75",244.12M,585582.85K,0.14%
2017년 08월 04일,"2,395.45",273.57M,655323.2565K,0.36%
2017년 08월 03일,"2,386.85",303.58M,724599.923K,-1.68%
2017년 08월 02일,"2,427.63",261.57M,634995.1791K,0.19%
2017년 08월 01일,"2,422.96",264.04M,639758.3584K,0.84%
2017년 07월 31일,"2,402.71",277.57M,666920.2147K,0.07%
2017년 07월 28일,"2,400.99",318.65M,765075.4635K,-1.73%
2017년 07월 27일,"2,443.24",426.50M,1042041.86K,0.36%
2017년 07월 26일,"2,434.51",336.11M,818263.1561K,-0.22%
2017년 07월 25일,"2,439.90",275.20M,671460.48K,-0.47%
2017년 07월 24일,"2,451.53",233.41M,572211.6173K,0.06%
2017년 07월 21일,"2,450.06",250.13M,612833.5078K,0.34%
2017년 07월 20일,"2,441.84",251.92M,615148.3328K,0.49%
2017년 07월 19일,"2,429.94",270.96M,658416.5424K,0.16%
2017년 07월 18일,"2,426.04",260.66M,632371.5864K,0.04%
2017년 07월 17일,"2,425.10",254.20M,616460.42K,0.43%
2017년 07월 14일,"2,414.63",258.77M,624833.8051K,0.21%
2017년 07월 13일,"2,409.49",289.26M,696969.0774K,0.74%
2017년 07월 12일,"2,391.77",268.93M,643218.7061K,-0.18%
2017년 07월 11일,"2,396.00",284.46M,681566.16K,0.58%
2017년 07월 10일,"2,382.10",296.26M,705720.946K,0.09%
2017년 07월 07일,"2,379.87",314.37M,748159.7319K,-0.33%
2017년 07월 06일,"2,387.81",301.47M,719853.0807K,-0.02%
2017년 07월 05일,"2,388.35",333.72M,797040.162K,0.33%
2017년 07월 04일,"2,380.52",411.78M,980250.5256K,-0.58%
2017년 07월 03일,"2,394.48",310.99M,744659.3352K,0.11%
2017년 06월 30일,"2,391.79",343.53M,821651.6187K,-0.16%
2017년 06월 29일,"2,395.66",445.13M,1066380.136K,0.55%
2017년 06월 28일,"2,382.56",361.18M,860533.0208K,-0.39%
2017년 06월 27일,"2,391.95",358.03M,856389.8585K,0.14%
2017년 06월 26일,"2,388.66",325.67M,777914.9022K,0.42%
2017년 06월 23일,"2,378.60",256.26M,609540.036K,0.35%
2017년 06월 22일,"2,370.37",299.23M,709285.8151K,0.54%
2017년 06월 21일,"2,357.53",360.34M,849512.3602K,-0.49%
2017년 06월 20일,"2,369.23",360.73M,854652.3379K,-0.07%
2017년 06월 19일,"2,370.90",290.94M,689789.646K,0.38%
2017년 06월 16일,"2,361.83",329.18M,777467.1994K,0.01%
2017년 06월 15일,"2,361.65",334.89M,790892.9685K,-0.46%
2017년 06월 14일,"2,372.64",393.00M,932447.52K,-0.09%
2017년 06월 13일,"2,374.70",322.08M,764843.376K,0.71%
2017년 06월 12일,"2,357.87",327.23M,771565.8001K,-1.00%
2017년 06월 09일,"2,381.69",520.56M,1239812.546K,0.77%
2017년 06월 08일,"2,363.57",417.08M,985797.7756K,0.15%
2017년 06월 07일,"2,360.14",376.21M,887908.2694K,-0.36%
2017년 06월 05일,"2,368.62",326.41M,773141.2542K,-0.13%
2017년 06월 02일,"2,371.72",399.50M,947502.14K,1.16%
2017년 06월 01일,"2,344.61",336.69M,789406.7409K,-0.12%
2017년 05월 31일,"2,347.38",555.94M,1305002.437K,0.16%
2017년 05월 30일,"2,343.68",508.84M,1192558.131K,-0.39%
2017년 05월 29일,"2,352.97",316.18M,743962.0546K,-0.10%
2017년 05월 26일,"2,355.30",312.90M,736973.37K,0.53%
2017년 05월 25일,"2,342.93",369.28M,865197.1904K,1.10%
2017년 05월 24일,"2,317.34",409.56M,949089.7704K,0.24%
2017년 05월 23일,"2,311.74",341.08M,788488.2792K,0.33%
2017년 05월 22일,"2,304.03",340.06M,783508.4418K,0.68%
2017년 05월 19일,"2,288.48",421.13M,963747.5824K,0.07%
2017년 05월 18일,"2,286.82",378.32M,865149.7424K,-0.27%
2017년 05월 17일,"2,293.08",394.82M,905353.8456K,-0.10%
2017년 05월 16일,"2,295.33",368.14M,845002.7862K,0.20%
2017년 05월 15일,"2,290.65",251.59M,576304.6335K,0.20%
2017년 05월 12일,"2,286.02",335.34M,766593.9468K,-0.45%
2017년 05월 11일,"2,296.37",463.46M,1064275.64K,1.16%
2017년 05월 10일,"2,270.12",422.89M,960011.0468K,-0.99%
2017년 05월 08일,"2,292.76",281.76M,646008.0576K,2.30%
2017년 05월 04일,"2,241.24",261.92M,587025.5808K,0.97%
2017년 05월 02일,"2,219.67",295.14M,655113.4038K,0.65%
2017년 04월 28일,"2,205.44",268.64M,592469.4016K,-0.18%
2017년 04월 27일,"2,209.46",386.11M,853094.6006K,0.07%
2017년 04월 26일,"2,207.84",397.53M,877682.6352K,0.50%
2017년 04월 25일,"2,196.85",275.90M,606110.915K,1.06%
2017년 04월 24일,"2,173.74",374.71M,814522.1154K,0.40%
2017년 04월 21일,"2,165.04",281.54M,609545.3616K,0.74%
2017년 04월 20일,"2,149.15",268.32M,576659.928K,0.50%
2017년 04월 19일,"2,138.40",344.22M,736080.048K,-0.47%
2017년 04월 18일,"2,148.46",291.40M,626061.244K,0.13%
2017년 04월 17일,"2,145.76",259.30M,556395.568K,0.51%
2017년 04월 14일,"2,134.88",383.69M,819132.1072K,-0.64%
2017년 04월 13일,"2,148.61",357.58M,768299.9638K,0.93%
2017년 04월 12일,"2,128.91",427.36M,909810.9776K,0.24%
2017년 04월 11일,"2,123.85",489.31M,1039221.044K,-0.44%
2017년 04월 10일,"2,133.32",512.92M,1094222.494K,-0.86%
2017년 04월 07일,"2,151.73",408.46M,878895.6358K,-0.05%
2017년 04월 06일,"2,152.75",510.16M,1098246.94K,-0.37%
2017년 04월 05일,"2,160.85",571.69M,1235336.337K,-0.01%
2017년 04월 04일,"2,161.10",522.09M,1128288.699K,-0.30%
2017년 04월 03일,"2,167.51",398.51M,863774.4101K,0.34%
2017년 03월 31일,"2,160.23",441.64M,954043.9772K,-0.20%
2017년 03월 30일,"2,164.64",643.56M,1393075.718K,-0.11%
2017년 03월 29일,"2,166.98",626.79M,1358241.394K,0.17%
2017년 03월 28일,"2,163.31",393.97M,852279.2407K,0.35%
2017년 03월 27일,"2,155.66",395.86M,853339.5676K,-0.61%
2017년 03월 24일,"2,168.95",358.67M,777937.2965K,-0.17%
2017년 03월 23일,"2,172.72",358.61M,779159.1192K,0.20%
2017년 03월 22일,"2,168.30",394.43M,855242.569K,-0.46%
2017년 03월 21일,"2,178.38",303.94M,662096.8172K,0.99%
2017년 03월 20일,"2,157.01",264.95M,571499.7995K,-0.35%
2017년 03월 17일,"2,164.58",302.79M,655413.1782K,0.67%
2017년 03월 16일,"2,150.08",402.42M,865235.1936K,0.80%
2017년 03월 15일,"2,133.00",374.70M,799235.1K,-0.04%
2017년 03월 14일,"2,133.78",365.08M,779000.4024K,0.76%
2017년 03월 13일,"2,117.59",382.13M,809194.6667K,0.97%
2017년 03월 10일,"2,097.35",500.86M,1050478.721K,0.30%
2017년 03월 09일,"2,091.06",408.23M,853633.4238K,-0.21%
2017년 03월 08일,"2,095.41",381.44M,799273.1904K,0.06%
2017년 03월 07일,"2,094.05",277.83M,581789.9115K,0.61%
2017년 03월 06일,"2,081.36",431.44M,897981.9584K,0.13%
2017년 03월 03일,"2,078.75",425.94M,885422.775K,-1.14%
2017년 03월 02일,"2,102.65",434.71M,914042.9815K,0.53%
2017년 02월 28일,"2,091.64",399.82M,836279.5048K,0.29%
2017년 02월 27일,"2,085.52",343.70M,716793.224K,-0.41%
2017년 02월 24일,"2,094.12",385.40M,807073.848K,-0.64%
2017년 02월 23일,"2,107.63",430.85M,908072.3855K,0.05%
2017년 02월 22일,"2,106.61",312.22M,657725.7742K,0.18%
2017년 02월 21일,"2,102.93",292.54M,615191.1422K,0.89%
2017년 02월 20일,"2,084.39",297.20M,619480.708K,0.18%
2017년 02월 17일,"2,080.58",301.52M,627336.4816K,-0.06%
2017년 02월 16일,"2,081.84",330.47M,687985.6648K,-0.10%
2017년 02월 15일,"2,083.86",338.04M,704428.0344K,0.45%
2017년 02월 14일,"2,074.57",332.37M,689524.8309K,-0.20%
2017년 02월 13일,"2,078.65",289.68M,602143.332K,0.17%
2017년 02월 10일,"2,075.08",314.68M,652986.1744K,0.45%
2017년 02월 09일,"2,065.88",236.01M,487568.3388K,0.04%
2017년 02월 08일,"2,065.08",266.72M,550798.1376K,-0.49%
2017년 02월 07일,"2,075.21",271.81M,564062.8301K,-0.12%
2017년 02월 06일,"2,077.66",315.32M,655127.7512K,0.22%
2017년 02월 03일,"2,073.16",392.58M,813881.1528K,0.10%
2017년 02월 02일,"2,071.01",825.48M,1709577.335K,-0.46%
2017년 02월 01일,"2,080.48",452.53M,941479.6144K,0.62%
2017년 01월 31일,"2,067.57",288.28M,596039.0796K,-0.77%
2017년 01월 26일,"2,083.59",257.92M,537399.5328K,0.81%
2017년 01월 25일,"2,066.94",310.24M,641247.4656K,0.06%
2017년 01월 24일,"2,065.76",312.41M,645364.0816K,-0.01%
2017년 01월 23일,"2,065.99",444.86M,919076.3114K,0.02%
2017년 01월 20일,"2,065.61",392.65M,811061.7665K,-0.35%
2017년 01월 19일,"2,072.79",415.67M,861596.6193K,0.11%
2017년 01월 18일,"2,070.54",530.13M,1097655.37K,-0.06%
2017년 01월 17일,"2,071.87",601.44M,1246105.493K,0.37%
2017년 01월 16일,"2,064.17",683.93M,1411747.788K,-0.61%
2017년 01월 13일,"2,076.79",518.28M,1076358.721K,-0.50%
2017년 01월 12일,"2,087.14",555.84M,1160115.898K,0.58%
2017년 01월 11일,"2,075.17",335.53M,696281.7901K,1.47%
2017년 01월 10일,"2,045.12",512.66M,1048451.219K,-0.18%
2017년 01월 09일,"2,048.78",398.29M,816008.5862K,-0.02%
2017년 01월 06일,"2,049.12",455.35M,933066.792K,0.35%
2017년 01월 05일,"2,041.95",541.34M,1105389.213K,-0.18%
2017년 01월 04일,"2,045.64",371.49M,759934.8036K,0.08%
2017년 01월 03일,"2,043.97",268.13M,548049.6761K,0.88%
2017년 01월 02일,"2,026.16",229.88M,465773.6608K,-0.01%
2016년 12월 29일,"2,026.46",264.52M,536039.1992K,0.10%
2016년 12월 28일,"2,024.49",356.59M,721912.8891K,-0.87%
2016년 12월 27일,"2,042.17",384.03M,784254.5451K,0.22%
2016년 12월 26일,"2,037.75",366.64M,747120.66K,0.09%
2016년 12월 23일,"2,035.90",310.88M,632920.592K,0.01%
2016년 12월 22일,"2,035.73",275.10M,560029.323K,-0.11%
2016년 12월 21일,"2,037.96",284.57M,579942.2772K,-0.19%
2016년 12월 20일,"2,041.94",314.22M,641618.3868K,0.17%
2016년 12월 19일,"2,038.39",249.87M,509332.5093K,-0.19%
2016년 12월 16일,"2,042.24",289.71M,591657.3504K,0.27%
2016년 12월 15일,"2,036.65",300.19M,611381.9635K,-0.01%
2016년 12월 14일,"2,036.87",384.03M,782219.1861K,0.04%
2016년 12월 13일,"2,035.98",383.36M,780513.2928K,0.43%
2016년 12월 12일,"2,027.24",289.80M,587494.152K,0.13%
2016년 12월 09일,"2,024.69",225.66M,456891.5454K,-0.31%
2016년 12월 08일,"2,031.07",239.43M,486299.0901K,1.97%
2016년 12월 07일,"1,991.89",204.41M,407162.2349K,0.10%
2016년 12월 06일,"1,989.86",214.65M,427123.449K,1.35%
